"","X1","Unnamed: 0","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall","month","week","day_of_month","day_of_year","day_of_week","dayName_of_week","month_name","season_no"
"539",538,539,2017-12-23 10:00:00,2017-12-23,10,"Winter","No Holiday","Yes",235,5.4,82,1.2,2150,2.5,0.13,0,0,12,51,23,357,5,"Saturday","Dec",4
"540",539,540,2017-12-23 11:00:00,2017-12-23,11,"Winter","No Holiday","Yes",282,5.7,81,1.1,1920,2.6,0.18,0,0,12,51,23,357,5,"Saturday","Dec",4
"541",540,541,2017-12-23 12:00:00,2017-12-23,12,"Winter","No Holiday","Yes",325,7,72,1.9,2460,2.2,0.64,0,0,12,51,23,357,5,"Saturday","Dec",4
"542",541,542,2017-12-23 13:00:00,2017-12-23,13,"Winter","No Holiday","Yes",423,7.7,68,1,2490,2.1,0.58,0,0,12,51,23,357,5,"Saturday","Dec",4
"543",542,543,2017-12-23 14:00:00,2017-12-23,14,"Winter","No Holiday","Yes",405,8.6,63,1.6,2630,1.9,0.72,0,0,12,51,23,357,5,"Saturday","Dec",4
"544",543,544,2017-12-23 15:00:00,2017-12-23,15,"Winter","No Holiday","Yes",443,8.6,64,1.5,2690,2.1,0.57,0,0,12,51,23,357,5,"Saturday","Dec",4
"545",544,545,2017-12-23 16:00:00,2017-12-23,16,"Winter","No Holiday","Yes",473,8.2,64,1,2810,1.7,0.32,0,0,12,51,23,357,5,"Saturday","Dec",4
"546",545,546,2017-12-23 17:00:00,2017-12-23,17,"Winter","No Holiday","Yes",453,7.7,67,0.9,2640,1.9,0.11,0,0,12,51,23,357,5,"Saturday","Dec",4
"547",546,547,2017-12-23 18:00:00,2017-12-23,18,"Winter","No Holiday","Yes",340,6.6,73,0.4,2290,2,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"548",547,548,2017-12-23 19:00:00,2017-12-23,19,"Winter","No Holiday","Yes",260,6,76,1.1,2190,2,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"549",548,549,2017-12-23 20:00:00,2017-12-23,20,"Winter","No Holiday","Yes",258,5.9,75,1.5,2220,1.7,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"550",549,550,2017-12-23 21:00:00,2017-12-23,21,"Winter","No Holiday","Yes",279,5.6,77,0.9,2120,1.8,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"551",550,551,2017-12-23 22:00:00,2017-12-23,22,"Winter","No Holiday","Yes",282,5.3,79,0.6,2000,1.9,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"552",551,552,2017-12-23 23:00:00,2017-12-23,23,"Winter","No Holiday","Yes",237,5.5,80,0.6,1850,2.3,0,0,0,12,51,23,357,5,"Saturday","Dec",4
"553",552,553,2017-12-24 00:00:00,2017-12-24,0,"Winter","Holiday","Yes",266,5.6,78,0.6,1960,2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"554",553,554,2017-12-24 01:00:00,2017-12-24,1,"Winter","Holiday","Yes",251,5.6,78,0.5,1970,2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"555",554,555,2017-12-24 02:00:00,2017-12-24,2,"Winter","Holiday","Yes",196,5.4,80,0.9,1900,2.2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"556",555,556,2017-12-24 03:00:00,2017-12-24,3,"Winter","Holiday","Yes",149,5.2,82,0.8,1900,2.3,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"557",556,557,2017-12-24 04:00:00,2017-12-24,4,"Winter","Holiday","Yes",79,5.2,82,0.7,1890,2.3,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"558",557,558,2017-12-24 05:00:00,2017-12-24,5,"Winter","Holiday","Yes",44,5.1,82,0.6,1850,2.2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"559",558,559,2017-12-24 06:00:00,2017-12-24,6,"Winter","Holiday","Yes",12,4.9,84,1.3,1590,2.4,0,0.1,0,12,51,24,358,6,"Sunday","Dec",4
"560",559,560,2017-12-24 07:00:00,2017-12-24,7,"Winter","Holiday","Yes",3,4.7,89,1.1,1000,3,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"561",560,561,2017-12-24 08:00:00,2017-12-24,8,"Winter","Holiday","Yes",4,4.6,91,1.7,950,3.2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"562",561,562,2017-12-24 09:00:00,2017-12-24,9,"Winter","Holiday","Yes",3,4.6,94,0.9,900,3.7,0,6.4,0,12,51,24,358,6,"Sunday","Dec",4
"563",562,563,2017-12-24 10:00:00,2017-12-24,10,"Winter","Holiday","Yes",4,4.8,96,0.6,870,4.2,0.04,0,0,12,51,24,358,6,"Sunday","Dec",4
"564",563,564,2017-12-24 11:00:00,2017-12-24,11,"Winter","Holiday","Yes",9,4.6,95,0.8,1560,3.8,0.05,0,0,12,51,24,358,6,"Sunday","Dec",4
"565",564,565,2017-12-24 12:00:00,2017-12-24,12,"Winter","Holiday","Yes",4,4.1,91,0.8,4040,2.7,0.07,9.5,0,12,51,24,358,6,"Sunday","Dec",4
"566",565,566,2017-12-24 13:00:00,2017-12-24,13,"Winter","Holiday","Yes",7,3.7,90,0.7,7440,2.2,0.15,0,0,12,51,24,358,6,"Sunday","Dec",4
"567",566,567,2017-12-24 14:00:00,2017-12-24,14,"Winter","Holiday","Yes",28,3.3,90,2.5,5610,1.8,0.19,0,0,12,51,24,358,6,"Sunday","Dec",4
"568",567,568,2017-12-24 15:00:00,2017-12-24,15,"Winter","Holiday","Yes",38,2.9,90,2,3800,1.4,0.08,3.5,0,12,51,24,358,6,"Sunday","Dec",4
"569",568,569,2017-12-24 16:00:00,2017-12-24,16,"Winter","Holiday","Yes",54,2.3,91,3.3,2700,0.9,0.07,0,0,12,51,24,358,6,"Sunday","Dec",4
"570",569,570,2017-12-24 17:00:00,2017-12-24,17,"Winter","Holiday","Yes",104,2.2,86,2.6,6050,0,0.04,0,0,12,51,24,358,6,"Sunday","Dec",4
"571",570,571,2017-12-24 18:00:00,2017-12-24,18,"Winter","Holiday","Yes",128,1.9,82,4.3,6990,-0.8,0.01,0.5,0,12,51,24,358,6,"Sunday","Dec",4
"572",571,572,2017-12-24 19:00:00,2017-12-24,19,"Winter","Holiday","Yes",132,1.1,68,4.4,6950,-4.1,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"573",572,573,2017-12-24 20:00:00,2017-12-24,20,"Winter","Holiday","Yes",116,0.6,67,3.3,5060,-4.8,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"574",573,574,2017-12-24 21:00:00,2017-12-24,21,"Winter","Holiday","Yes",145,0.4,69,3.5,4770,-4.6,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"575",574,575,2017-12-24 22:00:00,2017-12-24,22,"Winter","Holiday","Yes",110,0.2,69,2.7,5650,-4.8,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"576",575,576,2017-12-24 23:00:00,2017-12-24,23,"Winter","Holiday","Yes",128,0,63,3.2,8840,-6.2,0,0,0,12,51,24,358,6,"Sunday","Dec",4
"577",576,577,2017-12-25 00:00:00,2017-12-25,0,"Winter","Holiday","Yes",160,-0.6,64,2.4,10100,-6.5,0,0,0,12,52,25,359,0,"Monday","Dec",4
"578",577,578,2017-12-25 01:00:00,2017-12-25,1,"Winter","Holiday","Yes",132,-1.2,57,4.3,14290,-8.6,0,0,0,12,52,25,359,0,"Monday","Dec",4
"579",578,579,2017-12-25 02:00:00,2017-12-25,2,"Winter","Holiday","Yes",115,-1.8,53,4.1,18250,-10.1,0,0,0,12,52,25,359,0,"Monday","Dec",4
"580",579,580,2017-12-25 03:00:00,2017-12-25,3,"Winter","Holiday","Yes",100,-2.3,52,3.4,19470,-10.8,0,0,0,12,52,25,359,0,"Monday","Dec",4
"581",580,581,2017-12-25 04:00:00,2017-12-25,4,"Winter","Holiday","Yes",72,-3,51,3.2,20000,-11.7,0,0,0,12,52,25,359,0,"Monday","Dec",4
"582",581,582,2017-12-25 05:00:00,2017-12-25,5,"Winter","Holiday","Yes",32,-3.7,51,2.6,20000,-12.3,0,0,0,12,52,25,359,0,"Monday","Dec",4
"583",582,583,2017-12-25 06:00:00,2017-12-25,6,"Winter","Holiday","Yes",59,-4.1,50,3,20000,-13,0,0,0,12,52,25,359,0,"Monday","Dec",4
"584",583,584,2017-12-25 07:00:00,2017-12-25,7,"Winter","Holiday","Yes",61,-4.6,46,2.8,20000,-14.4,0,0,0,12,52,25,359,0,"Monday","Dec",4
"585",584,585,2017-12-25 08:00:00,2017-12-25,8,"Winter","Holiday","Yes",94,-4.9,44,3,20000,-15.3,0,0,0,12,52,25,359,0,"Monday","Dec",4
"586",585,586,2017-12-25 09:00:00,2017-12-25,9,"Winter","Holiday","Yes",107,-4.6,40,3.5,20000,-16.1,0.18,0,0,12,52,25,359,0,"Monday","Dec",4
"587",586,587,2017-12-25 10:00:00,2017-12-25,10,"Winter","Holiday","Yes",133,-3.7,35,3.7,19370,-16.9,0.57,0,0,12,52,25,359,0,"Monday","Dec",4
"588",587,588,2017-12-25 11:00:00,2017-12-25,11,"Winter","Holiday","Yes",179,-2.8,35,2.9,19840,-16.1,0.87,0,0,12,52,25,359,0,"Monday","Dec",4
"589",588,589,2017-12-25 12:00:00,2017-12-25,12,"Winter","Holiday","Yes",221,-1.6,33,2.5,18740,-15.8,1.18,0,0,12,52,25,359,0,"Monday","Dec",4
"590",589,590,2017-12-25 13:00:00,2017-12-25,13,"Winter","Holiday","Yes",244,-1.5,33,3.8,20000,-15.7,1.18,0,0,12,52,25,359,0,"Monday","Dec",4
"591",590,591,2017-12-25 14:00:00,2017-12-25,14,"Winter","Holiday","Yes",274,-0.4,31,2,20000,-15.5,1.1,0,0,12,52,25,359,0,"Monday","Dec",4
"592",591,592,2017-12-25 15:00:00,2017-12-25,15,"Winter","Holiday","Yes",319,0.4,28,2.5,20000,-16,0.9,0,0,12,52,25,359,0,"Monday","Dec",4
"593",592,593,2017-12-25 16:00:00,2017-12-25,16,"Winter","Holiday","Yes",272,0.4,27,2,20000,-16.4,0.58,0,0,12,52,25,359,0,"Monday","Dec",4
"594",593,594,2017-12-25 17:00:00,2017-12-25,17,"Winter","Holiday","Yes",260,-0.7,29,2,20000,-16.5,0.21,0,0,12,52,25,359,0,"Monday","Dec",4
"595",594,595,2017-12-25 18:00:00,2017-12-25,18,"Winter","Holiday","Yes",237,-1.6,33,2,20000,-15.8,0,0,0,12,52,25,359,0,"Monday","Dec",4
"596",595,596,2017-12-25 19:00:00,2017-12-25,19,"Winter","Holiday","Yes",184,-1.8,41,2.1,20000,-13.3,0,0,0,12,52,25,359,0,"Monday","Dec",4
"597",596,597,2017-12-25 20:00:00,2017-12-25,20,"Winter","Holiday","Yes",181,-2.1,49,1.7,20000,-11.4,0,0,0,12,52,25,359,0,"Monday","Dec",4
"598",597,598,2017-12-25 21:00:00,2017-12-25,21,"Winter","Holiday","Yes",185,-1.7,51,1.7,20000,-10.5,0,0,0,12,52,25,359,0,"Monday","Dec",4
"599",598,599,2017-12-25 22:00:00,2017-12-25,22,"Winter","Holiday","Yes",176,-1.3,53,1.7,20000,-9.6,0,0,0,12,52,25,359,0,"Monday","Dec",4
"600",599,600,2017-12-25 23:00:00,2017-12-25,23,"Winter","Holiday","Yes",169,-1,55,1.9,20000,-8.9,0,0,0,12,52,25,359,0,"Monday","Dec",4
"601",600,601,2017-12-26 00:00:00,2017-12-26,0,"Winter","No Holiday","Yes",178,-1.4,58,1,18800,-8.6,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"602",601,602,2017-12-26 01:00:00,2017-12-26,1,"Winter","No Holiday","Yes",127,-1.5,62,1.3,20000,-7.8,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"603",602,603,2017-12-26 02:00:00,2017-12-26,2,"Winter","No Holiday","Yes",85,-2.1,69,1,19950,-7,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"604",603,604,2017-12-26 03:00:00,2017-12-26,3,"Winter","No Holiday","Yes",72,-2.6,70,1,19920,-7.3,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"605",604,605,2017-12-26 04:00:00,2017-12-26,4,"Winter","No Holiday","Yes",49,-2.6,72,1.4,19290,-6.9,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"606",605,606,2017-12-26 05:00:00,2017-12-26,5,"Winter","No Holiday","Yes",65,-2.9,77,0.8,18330,-6.3,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"607",606,607,2017-12-26 06:00:00,2017-12-26,6,"Winter","No Holiday","Yes",120,-2.8,73,0.7,19060,-6.9,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"608",607,608,2017-12-26 07:00:00,2017-12-26,7,"Winter","No Holiday","Yes",296,-2.9,73,1.9,19110,-7,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"609",608,609,2017-12-26 08:00:00,2017-12-26,8,"Winter","No Holiday","Yes",578,-2.7,68,2.2,19190,-7.7,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"610",609,610,2017-12-26 09:00:00,2017-12-26,9,"Winter","No Holiday","Yes",293,-2.8,52,2.9,18950,-11.3,0.16,0,0,12,52,26,360,1,"Tuesday","Dec",4
"611",610,611,2017-12-26 10:00:00,2017-12-26,10,"Winter","No Holiday","Yes",180,-2.2,36,4.1,19300,-15.2,0.53,0,0,12,52,26,360,1,"Tuesday","Dec",4
"612",611,612,2017-12-26 11:00:00,2017-12-26,11,"Winter","No Holiday","Yes",250,-2.1,28,4.9,18870,-18.2,0.87,0,0,12,52,26,360,1,"Tuesday","Dec",4
"613",612,613,2017-12-26 12:00:00,2017-12-26,12,"Winter","No Holiday","Yes",262,-1.3,23,4,20000,-19.8,1.09,0,0,12,52,26,360,1,"Tuesday","Dec",4
"614",613,614,2017-12-26 13:00:00,2017-12-26,13,"Winter","No Holiday","Yes",262,-2,15,4.7,19700,-25.2,1.18,0,0,12,52,26,360,1,"Tuesday","Dec",4
"615",614,615,2017-12-26 14:00:00,2017-12-26,14,"Winter","No Holiday","Yes",271,-1.6,20,4.3,20000,-21.6,1.11,0,0,12,52,26,360,1,"Tuesday","Dec",4
"616",615,616,2017-12-26 15:00:00,2017-12-26,15,"Winter","No Holiday","Yes",246,-1.9,17,5,20000,-23.7,0.93,0,0,12,52,26,360,1,"Tuesday","Dec",4
"617",616,617,2017-12-26 16:00:00,2017-12-26,16,"Winter","No Holiday","Yes",282,-1.9,17,3.3,20000,-23.7,0.61,0,0,12,52,26,360,1,"Tuesday","Dec",4
"618",617,618,2017-12-26 17:00:00,2017-12-26,17,"Winter","No Holiday","Yes",350,-3.6,20,3.7,20000,-23.3,0.23,0,0,12,52,26,360,1,"Tuesday","Dec",4
"619",618,619,2017-12-26 18:00:00,2017-12-26,18,"Winter","No Holiday","Yes",481,-4.7,23,3.4,20000,-22.7,0.01,0,0,12,52,26,360,1,"Tuesday","Dec",4
"620",619,620,2017-12-26 19:00:00,2017-12-26,19,"Winter","No Holiday","Yes",317,-5.4,27,3,20000,-21.5,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"621",620,621,2017-12-26 20:00:00,2017-12-26,20,"Winter","No Holiday","Yes",252,-6.1,32,4.7,20000,-20.1,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"622",621,622,2017-12-26 21:00:00,2017-12-26,21,"Winter","No Holiday","Yes",220,-6.6,39,3.2,20000,-18.2,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"623",622,623,2017-12-26 22:00:00,2017-12-26,22,"Winter","No Holiday","Yes",213,-7.2,38,3.1,20000,-19.1,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"624",623,624,2017-12-26 23:00:00,2017-12-26,23,"Winter","No Holiday","Yes",156,-7.5,37,3.1,20000,-19.7,0,0,0,12,52,26,360,1,"Tuesday","Dec",4
"625",624,625,2017-12-27 00:00:00,2017-12-27,0,"Winter","No Holiday","Yes",133,-7.9,37,2.2,20000,-20,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"626",625,626,2017-12-27 01:00:00,2017-12-27,1,"Winter","No Holiday","Yes",142,-8.2,39,1.8,20000,-19.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"627",626,627,2017-12-27 02:00:00,2017-12-27,2,"Winter","No Holiday","Yes",93,-8.6,37,1.5,20000,-20.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"628",627,628,2017-12-27 03:00:00,2017-12-27,3,"Winter","No Holiday","Yes",81,-9.1,37,1,20000,-21.1,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"629",628,629,2017-12-27 04:00:00,2017-12-27,4,"Winter","No Holiday","Yes",55,-9.1,33,2.3,20000,-22.4,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"630",629,630,2017-12-27 05:00:00,2017-12-27,5,"Winter","No Holiday","Yes",66,-9.4,36,1.9,20000,-21.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"631",630,631,2017-12-27 06:00:00,2017-12-27,6,"Winter","No Holiday","Yes",105,-9.8,37,1.7,20000,-21.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"632",631,632,2017-12-27 07:00:00,2017-12-27,7,"Winter","No Holiday","Yes",262,-10.1,38,2.3,20000,-21.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"633",632,633,2017-12-27 08:00:00,2017-12-27,8,"Winter","No Holiday","Yes",502,-10.2,35,1.8,20000,-22.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"634",633,634,2017-12-27 09:00:00,2017-12-27,9,"Winter","No Holiday","Yes",279,-9.8,33,2,19970,-23,0.17,0,0,12,52,27,361,2,"Wednesday","Dec",4
"635",634,635,2017-12-27 10:00:00,2017-12-27,10,"Winter","No Holiday","Yes",146,-8.5,29,2.4,19920,-23.4,0.56,0,0,12,52,27,361,2,"Wednesday","Dec",4
"636",635,636,2017-12-27 11:00:00,2017-12-27,11,"Winter","No Holiday","Yes",213,-6.8,28,2.1,19860,-22.3,0.88,0,0,12,52,27,361,2,"Wednesday","Dec",4
"637",636,637,2017-12-27 12:00:00,2017-12-27,12,"Winter","No Holiday","Yes",230,-5.5,21,2.1,19410,-24.4,1.08,0,0,12,52,27,361,2,"Wednesday","Dec",4
"638",637,638,2017-12-27 13:00:00,2017-12-27,13,"Winter","No Holiday","Yes",258,-4.7,18,3.7,20000,-25.4,1.16,0,0,12,52,27,361,2,"Wednesday","Dec",4
"639",638,639,2017-12-27 14:00:00,2017-12-27,14,"Winter","No Holiday","Yes",231,-4,18,2.4,20000,-24.8,1.09,0,0,12,52,27,361,2,"Wednesday","Dec",4
"640",639,640,2017-12-27 15:00:00,2017-12-27,15,"Winter","No Holiday","Yes",228,-3.1,16,2.2,20000,-25.4,0.9,0,0,12,52,27,361,2,"Wednesday","Dec",4
"641",640,641,2017-12-27 16:00:00,2017-12-27,16,"Winter","No Holiday","Yes",269,-3.2,23,2.7,20000,-21.4,0.57,0,0,12,52,27,361,2,"Wednesday","Dec",4
"642",641,642,2017-12-27 17:00:00,2017-12-27,17,"Winter","No Holiday","Yes",314,-4.2,26,2.2,20000,-20.8,0.2,0,0,12,52,27,361,2,"Wednesday","Dec",4
"643",642,643,2017-12-27 18:00:00,2017-12-27,18,"Winter","No Holiday","Yes",466,-5.2,32,2.2,20000,-19.3,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"644",643,644,2017-12-27 19:00:00,2017-12-27,19,"Winter","No Holiday","Yes",315,-5.5,31,2.1,20000,-19.9,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"645",644,645,2017-12-27 20:00:00,2017-12-27,20,"Winter","No Holiday","Yes",262,-5.9,34,0.9,20000,-19.2,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"646",645,646,2017-12-27 21:00:00,2017-12-27,21,"Winter","No Holiday","Yes",242,-6.4,34,1.2,20000,-19.7,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"647",646,647,2017-12-27 22:00:00,2017-12-27,22,"Winter","No Holiday","Yes",243,-6.4,36,1.3,20000,-19,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"648",647,648,2017-12-27 23:00:00,2017-12-27,23,"Winter","No Holiday","Yes",216,-6.3,39,0.9,20000,-18,0,0,0,12,52,27,361,2,"Wednesday","Dec",4
"649",648,649,2017-12-28 00:00:00,2017-12-28,0,"Winter","No Holiday","Yes",164,-6.5,41,1.7,20000,-17.6,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"650",649,650,2017-12-28 01:00:00,2017-12-28,1,"Winter","No Holiday","Yes",169,-6.6,39,1.4,20000,-18.2,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"651",650,651,2017-12-28 02:00:00,2017-12-28,2,"Winter","No Holiday","Yes",163,-6.6,34,1.8,20000,-19.8,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"652",651,652,2017-12-28 03:00:00,2017-12-28,3,"Winter","No Holiday","Yes",86,-6,32,2.5,20000,-20,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"653",652,653,2017-12-28 04:00:00,2017-12-28,4,"Winter","No Holiday","Yes",50,-5.8,32,1.6,20000,-19.8,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"654",653,654,2017-12-28 05:00:00,2017-12-28,5,"Winter","No Holiday","Yes",61,-5.7,28,1.2,20000,-21.3,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"655",654,655,2017-12-28 06:00:00,2017-12-28,6,"Winter","No Holiday","Yes",103,-5.5,24,0.5,20000,-22.9,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"656",655,656,2017-12-28 07:00:00,2017-12-28,7,"Winter","No Holiday","Yes",257,-5,31,0.5,20000,-19.5,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"657",656,657,2017-12-28 08:00:00,2017-12-28,8,"Winter","No Holiday","Yes",554,-4.7,30,0.6,20000,-19.6,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"658",657,658,2017-12-28 09:00:00,2017-12-28,9,"Winter","No Holiday","Yes",326,-4.3,38,0.7,18770,-16.5,0.04,0,0,12,52,28,362,3,"Thursday","Dec",4
"659",658,659,2017-12-28 10:00:00,2017-12-28,10,"Winter","No Holiday","Yes",225,-3.4,33,1.3,18630,-17.4,0.33,0,0,12,52,28,362,3,"Thursday","Dec",4
"660",659,660,2017-12-28 11:00:00,2017-12-28,11,"Winter","No Holiday","Yes",288,-2.1,34,1,18680,-15.8,0.65,0,0,12,52,28,362,3,"Thursday","Dec",4
"661",660,661,2017-12-28 12:00:00,2017-12-28,12,"Winter","No Holiday","Yes",286,-0.8,38,1,16860,-13.3,0.75,0,0,12,52,28,362,3,"Thursday","Dec",4
"662",661,662,2017-12-28 13:00:00,2017-12-28,13,"Winter","No Holiday","Yes",301,0.8,46,1.4,15980,-9.5,0.8,0,0,12,52,28,362,3,"Thursday","Dec",4
"663",662,663,2017-12-28 14:00:00,2017-12-28,14,"Winter","No Holiday","Yes",311,0.8,55,1.8,11320,-7.2,0.59,0,0,12,52,28,362,3,"Thursday","Dec",4
"664",663,664,2017-12-28 15:00:00,2017-12-28,15,"Winter","No Holiday","Yes",303,0.4,57,2.4,11790,-7.1,0.36,0,0,12,52,28,362,3,"Thursday","Dec",4
"665",664,665,2017-12-28 16:00:00,2017-12-28,16,"Winter","No Holiday","Yes",390,0.3,57,2.3,12040,-7.2,0.19,0,0,12,52,28,362,3,"Thursday","Dec",4
"666",665,666,2017-12-28 17:00:00,2017-12-28,17,"Winter","No Holiday","Yes",407,0.2,58,2,11590,-7.1,0.08,0,0,12,52,28,362,3,"Thursday","Dec",4
"667",666,667,2017-12-28 18:00:00,2017-12-28,18,"Winter","No Holiday","Yes",552,-0.6,62,1.6,11290,-6.9,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"668",667,668,2017-12-28 19:00:00,2017-12-28,19,"Winter","No Holiday","Yes",402,-0.4,62,0.9,11030,-6.8,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"669",668,669,2017-12-28 20:00:00,2017-12-28,20,"Winter","No Holiday","Yes",319,-0.3,62,1.3,10400,-6.7,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"670",669,670,2017-12-28 21:00:00,2017-12-28,21,"Winter","No Holiday","Yes",332,-0.2,62,0.6,9860,-6.6,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"671",670,671,2017-12-28 22:00:00,2017-12-28,22,"Winter","No Holiday","Yes",285,0,63,1.3,9680,-6.2,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"672",671,672,2017-12-28 23:00:00,2017-12-28,23,"Winter","No Holiday","Yes",260,0.1,63,1.1,10030,-6.1,0,0,0,12,52,28,362,3,"Thursday","Dec",4
"673",672,673,2017-12-29 00:00:00,2017-12-29,0,"Winter","No Holiday","Yes",233,0.2,63,0.7,9250,-6,0,0,0,12,52,29,363,4,"Friday","Dec",4
"674",673,674,2017-12-29 01:00:00,2017-12-29,1,"Winter","No Holiday","Yes",269,0.3,63,0.7,7600,-5.9,0,0,0,12,52,29,363,4,"Friday","Dec",4
"675",674,675,2017-12-29 02:00:00,2017-12-29,2,"Winter","No Holiday","Yes",210,0.5,63,1,6910,-5.7,0,0,0,12,52,29,363,4,"Friday","Dec",4
"676",675,676,2017-12-29 03:00:00,2017-12-29,3,"Winter","No Holiday","Yes",135,0.6,64,0.4,7310,-5.4,0,0,0,12,52,29,363,4,"Friday","Dec",4
"677",676,677,2017-12-29 04:00:00,2017-12-29,4,"Winter","No Holiday","Yes",85,0.6,65,0.4,7120,-5.2,0,0,0,12,52,29,363,4,"Friday","Dec",4
"678",677,678,2017-12-29 05:00:00,2017-12-29,5,"Winter","No Holiday","Yes",67,0.7,66,0.7,6870,-4.9,0,0,0,12,52,29,363,4,"Friday","Dec",4
"679",678,679,2017-12-29 06:00:00,2017-12-29,6,"Winter","No Holiday","Yes",128,0.8,68,0.6,6730,-4.4,0,0,0,12,52,29,363,4,"Friday","Dec",4
"680",679,680,2017-12-29 07:00:00,2017-12-29,7,"Winter","No Holiday","Yes",289,0.9,67,0.6,6580,-4.5,0,0,0,12,52,29,363,4,"Friday","Dec",4
"681",680,681,2017-12-29 08:00:00,2017-12-29,8,"Winter","No Holiday","Yes",636,1,68,0.6,6240,-4.2,0,0,0,12,52,29,363,4,"Friday","Dec",4
"682",681,682,2017-12-29 09:00:00,2017-12-29,9,"Winter","No Holiday","Yes",353,1.2,67,0.2,5910,-4.2,0.06,0,0,12,52,29,363,4,"Friday","Dec",4
"683",682,683,2017-12-29 10:00:00,2017-12-29,10,"Winter","No Holiday","Yes",252,1.9,65,0.3,5620,-3.9,0.17,0,0,12,52,29,363,4,"Friday","Dec",4
"684",683,684,2017-12-29 11:00:00,2017-12-29,11,"Winter","No Holiday","Yes",317,3.1,62,1.1,5170,-3.4,0.29,0,0,12,52,29,363,4,"Friday","Dec",4
"685",684,685,2017-12-29 12:00:00,2017-12-29,12,"Winter","No Holiday","Yes",363,4.3,62,1.6,4720,-2.3,0.52,0,0,12,52,29,363,4,"Friday","Dec",4
"686",685,686,2017-12-29 13:00:00,2017-12-29,13,"Winter","No Holiday","Yes",370,5.2,58,2.5,4350,-2.4,0.81,0,0,12,52,29,363,4,"Friday","Dec",4
"687",686,687,2017-12-29 14:00:00,2017-12-29,14,"Winter","No Holiday","Yes",419,5.7,54,3.5,4180,-2.9,0.83,0,0,12,52,29,363,4,"Friday","Dec",4
"688",687,688,2017-12-29 15:00:00,2017-12-29,15,"Winter","No Holiday","Yes",426,5.7,53,2.7,4080,-3.1,0.65,0,0,12,52,29,363,4,"Friday","Dec",4
