"","datetime","date","hour","season","holiday","open","rent_count","temperature","humidity","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall"
"486",2018-09-21 05:00:00,2018-09-21,5,"Autumn","No Holiday","Yes",24,17.8,93,1.8,20000,16.6,0,0.5,0
"487",2018-09-21 06:00:00,2018-09-21,6,"Autumn","No Holiday","Yes",23,17.6,95,1.7,9740,16.7,0,1.5,0
"488",2018-09-21 07:00:00,2018-09-21,7,"Autumn","No Holiday","Yes",45,17.6,96,1.7,3100,16.9,0,5,0
"489",2018-09-21 08:00:00,2018-09-21,8,"Autumn","No Holiday","Yes",127,17.8,97,2,12840,17.3,0.09,4,0
"490",2018-09-21 09:00:00,2018-09-21,9,"Autumn","No Holiday","Yes",47,18.2,96,1.3,12510,17.5,0.21,1,0
"491",2018-09-21 10:00:00,2018-09-21,10,"Autumn","No Holiday","Yes",78,18.4,96,2,11240,17.7,0.32,1,0
"492",2018-09-21 11:00:00,2018-09-21,11,"Autumn","No Holiday","Yes",98,18.9,91,1.8,19380,17.3,0.64,0.5,0
"493",2018-09-21 12:00:00,2018-09-21,12,"Autumn","No Holiday","Yes",143,19.1,91,2,19710,17.5,0.63,0,0
"494",2018-09-21 13:00:00,2018-09-21,13,"Autumn","No Holiday","Yes",600,19.8,88,0.9,17960,17.7,0.65,0,0
"495",2018-09-21 14:00:00,2018-09-21,14,"Autumn","No Holiday","Yes",972,21.4,76,1.4,20000,16.9,1.5,0.5,0
"496",2018-09-21 15:00:00,2018-09-21,15,"Autumn","No Holiday","Yes",1288,21.8,76,1.4,20000,17.3,1.2,0,0
"497",2018-09-21 16:00:00,2018-09-21,16,"Autumn","No Holiday","Yes",1550,21.5,78,1.2,20000,17.4,0.51,0,0
"498",2018-09-21 17:00:00,2018-09-21,17,"Autumn","No Holiday","Yes",1904,21.2,77,1.2,20000,16.9,0.31,0,0
"499",2018-09-21 18:00:00,2018-09-21,18,"Autumn","No Holiday","Yes",2235,20.9,77,0.6,20000,16.7,0.23,0,0
"500",2018-09-21 19:00:00,2018-09-21,19,"Autumn","No Holiday","Yes",1720,20.3,81,1,20000,16.9,0.02,0,0
"501",2018-09-21 20:00:00,2018-09-21,20,"Autumn","No Holiday","Yes",1551,20,82,0.4,20000,16.8,0,0,0
"502",2018-09-21 21:00:00,2018-09-21,21,"Autumn","No Holiday","Yes",1540,19.9,82,0.6,20000,16.7,0,0,0
"503",2018-09-21 22:00:00,2018-09-21,22,"Autumn","No Holiday","Yes",1493,19.7,82,0.5,20000,16.5,0,0,0
"504",2018-09-21 23:00:00,2018-09-21,23,"Autumn","No Holiday","Yes",1171,19.5,82,0.6,20000,16.3,0,0,0
"505",2018-09-22 00:00:00,2018-09-22,0,"Autumn","No Holiday","Yes",953,19.5,81,1.1,20000,16.1,0,0,0
"506",2018-09-22 01:00:00,2018-09-22,1,"Autumn","No Holiday","Yes",875,19.5,83,1.5,14590,16.5,0,0,0
"507",2018-09-22 02:00:00,2018-09-22,2,"Autumn","No Holiday","Yes",655,19.4,85,0,15330,16.8,0,0,0
"508",2018-09-22 03:00:00,2018-09-22,3,"Autumn","No Holiday","Yes",458,18.8,90,1,11910,17.1,0,0,0
"509",2018-09-22 04:00:00,2018-09-22,4,"Autumn","No Holiday","Yes",96,18.9,88,0.8,12260,16.8,0,0,0
"510",2018-09-22 05:00:00,2018-09-22,5,"Autumn","No Holiday","Yes",93,18.8,96,0.2,9730,18.1,0,6.5,0
"511",2018-09-22 06:00:00,2018-09-22,6,"Autumn","No Holiday","Yes",215,18.4,95,0.1,7520,17.5,0,0,0
"512",2018-09-22 07:00:00,2018-09-22,7,"Autumn","No Holiday","Yes",363,18.1,96,0.9,5570,17.4,0.04,0,0
"513",2018-09-22 08:00:00,2018-09-22,8,"Autumn","No Holiday","Yes",654,18.2,86,0,8580,15.8,0.48,0,0
"514",2018-09-22 09:00:00,2018-09-22,9,"Autumn","No Holiday","Yes",810,19.7,78,1.3,7400,15.7,1.17,0,0
"515",2018-09-22 10:00:00,2018-09-22,10,"Autumn","No Holiday","Yes",925,21.8,67,1.9,8780,15.3,1.88,0,0
"516",2018-09-22 11:00:00,2018-09-22,11,"Autumn","No Holiday","Yes",1062,22.7,55,2.7,12970,13.1,1.86,0,0
"517",2018-09-22 12:00:00,2018-09-22,12,"Autumn","No Holiday","Yes",1273,24.2,43,2.2,17980,10.8,2.31,0,0
"518",2018-09-22 13:00:00,2018-09-22,13,"Autumn","No Holiday","Yes",1409,24.9,32,3.9,20000,7,2.57,0,0
"519",2018-09-22 14:00:00,2018-09-22,14,"Autumn","No Holiday","Yes",1532,25.2,28,4.4,20000,5.3,2.76,0,0
"520",2018-09-22 15:00:00,2018-09-22,15,"Autumn","No Holiday","Yes",1814,25.4,32,3.8,19800,7.4,2.42,0,0
"521",2018-09-22 16:00:00,2018-09-22,16,"Autumn","No Holiday","Yes",1840,25.3,38,3,20000,9.9,1.88,0,0
"522",2018-09-22 17:00:00,2018-09-22,17,"Autumn","No Holiday","Yes",2045,24.6,35,3.6,19900,8.1,1.2,0,0
"523",2018-09-22 18:00:00,2018-09-22,18,"Autumn","No Holiday","Yes",1939,23.2,36,2.8,20000,7.2,0.47,0,0
"524",2018-09-22 19:00:00,2018-09-22,19,"Autumn","No Holiday","Yes",1743,21.3,43,2.8,20000,8.2,0.02,0,0
"525",2018-09-22 20:00:00,2018-09-22,20,"Autumn","No Holiday","Yes",1604,20.4,52,1.2,20000,10.2,0,0,0
"526",2018-09-22 21:00:00,2018-09-22,21,"Autumn","No Holiday","Yes",1502,19.4,55,0.8,20000,10.1,0,0,0
"527",2018-09-22 22:00:00,2018-09-22,22,"Autumn","No Holiday","Yes",1430,18.6,62,0.6,20000,11.1,0,0,0
"528",2018-09-22 23:00:00,2018-09-22,23,"Autumn","No Holiday","Yes",1108,17.9,66,1,20000,11.4,0,0,0
"529",2018-09-23 00:00:00,2018-09-23,0,"Autumn","Holiday","Yes",880,17.2,69,0.6,20000,11.4,0,0,0
"530",2018-09-23 01:00:00,2018-09-23,1,"Autumn","Holiday","Yes",644,16.4,66,0.1,20000,10,0,0,0
"531",2018-09-23 02:00:00,2018-09-23,2,"Autumn","Holiday","Yes",489,16,72,1.3,20000,10.9,0,0,0
"532",2018-09-23 03:00:00,2018-09-23,3,"Autumn","Holiday","Yes",334,15.8,70,0.8,20000,10.3,0,0,0
"533",2018-09-23 04:00:00,2018-09-23,4,"Autumn","Holiday","Yes",202,16.2,69,0.7,20000,10.4,0,0,0
"534",2018-09-23 05:00:00,2018-09-23,5,"Autumn","Holiday","Yes",106,16.3,67,0.8,20000,10.1,0,0,0
"535",2018-09-23 06:00:00,2018-09-23,6,"Autumn","Holiday","Yes",144,16.5,73,1.2,20000,11.6,0,0,0
"536",2018-09-23 07:00:00,2018-09-23,7,"Autumn","Holiday","Yes",261,16.5,74,0.4,20000,11.8,0,0,0
"537",2018-09-23 08:00:00,2018-09-23,8,"Autumn","Holiday","Yes",439,17,69,1.2,20000,11.2,0.3,0,0
"538",2018-09-23 09:00:00,2018-09-23,9,"Autumn","Holiday","Yes",534,18.4,59,1,19510,10.2,0.86,0,0
"539",2018-09-23 10:00:00,2018-09-23,10,"Autumn","Holiday","Yes",620,19.3,59,0.2,20000,11,0.94,0,0
"540",2018-09-23 11:00:00,2018-09-23,11,"Autumn","Holiday","Yes",764,20.1,57,3,19290,11.3,1.29,0,0
"541",2018-09-23 12:00:00,2018-09-23,12,"Autumn","Holiday","Yes",915,20.8,52,1.2,19840,10.5,1.25,0,0
"542",2018-09-23 13:00:00,2018-09-23,13,"Autumn","Holiday","Yes",1031,22.7,44,1.4,19130,9.8,1.77,0,0
"543",2018-09-23 14:00:00,2018-09-23,14,"Autumn","Holiday","Yes",1136,24.2,40,1.2,19530,9.7,2.62,0,0
"544",2018-09-23 15:00:00,2018-09-23,15,"Autumn","Holiday","Yes",1366,25,28,2.2,20000,5.2,2.39,0,0
"545",2018-09-23 16:00:00,2018-09-23,16,"Autumn","Holiday","Yes",1502,24.6,29,4,19880,5.3,1.73,0,0
"546",2018-09-23 17:00:00,2018-09-23,17,"Autumn","Holiday","Yes",1591,24.1,41,2.4,20000,10,1.17,0,0
"547",2018-09-23 18:00:00,2018-09-23,18,"Autumn","Holiday","Yes",1492,22.3,53,2.7,20000,12.2,0.44,0,0
"548",2018-09-23 19:00:00,2018-09-23,19,"Autumn","Holiday","Yes",1333,21,54,2.9,20000,11.3,0.01,0,0
"549",2018-09-23 20:00:00,2018-09-23,20,"Autumn","Holiday","Yes",1287,20.2,48,3.3,20000,8.8,0,0,0
"550",2018-09-23 21:00:00,2018-09-23,21,"Autumn","Holiday","Yes",1148,19.1,38,2.1,20000,4.4,0,0,0
"551",2018-09-23 22:00:00,2018-09-23,22,"Autumn","Holiday","Yes",1074,18.5,40,2.5,20000,4.6,0,0,0
"552",2018-09-23 23:00:00,2018-09-23,23,"Autumn","Holiday","Yes",768,17.7,45,1.1,20000,5.6,0,0,0
"553",2018-09-24 00:00:00,2018-09-24,0,"Autumn","Holiday","Yes",620,17.2,50,1.7,20000,6.6,0,0,0
"554",2018-09-24 01:00:00,2018-09-24,1,"Autumn","Holiday","Yes",426,16.8,53,2,20000,7.1,0,0,0
"555",2018-09-24 02:00:00,2018-09-24,2,"Autumn","Holiday","Yes",302,16.1,57,0.7,20000,7.5,0,0,0
"556",2018-09-24 03:00:00,2018-09-24,3,"Autumn","Holiday","Yes",216,15.5,63,0.3,20000,8.4,0,0,0
"557",2018-09-24 04:00:00,2018-09-24,4,"Autumn","Holiday","Yes",141,14.9,68,0.9,20000,9,0,0,0
"558",2018-09-24 05:00:00,2018-09-24,5,"Autumn","Holiday","Yes",105,14.4,66,0.3,20000,8.1,0,0,0
"559",2018-09-24 06:00:00,2018-09-24,6,"Autumn","Holiday","Yes",141,14.3,66,0.5,20000,8,0,0,0
"560",2018-09-24 07:00:00,2018-09-24,7,"Autumn","Holiday","Yes",205,14.7,61,2.1,20000,7.2,0.02,0,0
"561",2018-09-24 08:00:00,2018-09-24,8,"Autumn","Holiday","Yes",296,15.4,52,2.2,19850,5.5,0.49,0,0
"562",2018-09-24 09:00:00,2018-09-24,9,"Autumn","Holiday","Yes",310,17,43,2.1,19930,4.3,1.36,0,0
"563",2018-09-24 10:00:00,2018-09-24,10,"Autumn","Holiday","Yes",426,18.5,38,3.3,20000,3.8,2.02,0,0
"564",2018-09-24 11:00:00,2018-09-24,11,"Autumn","Holiday","Yes",588,19.4,31,4.1,19660,1.8,2.55,0,0
"565",2018-09-24 12:00:00,2018-09-24,12,"Autumn","Holiday","Yes",754,20.3,34,2.6,20000,3.9,2.85,0,0
"566",2018-09-24 13:00:00,2018-09-24,13,"Autumn","Holiday","Yes",885,20.9,30,3.5,20000,2.6,2.93,0,0
"567",2018-09-24 14:00:00,2018-09-24,14,"Autumn","Holiday","Yes",1099,21.3,30,4.3,20000,3,2.78,0,0
"568",2018-09-24 15:00:00,2018-09-24,15,"Autumn","Holiday","Yes",1273,21.8,32,3.3,20000,4.3,2.42,0,0
"569",2018-09-24 16:00:00,2018-09-24,16,"Autumn","Holiday","Yes",1433,22,31,2.7,20000,4,1.87,0,0
"570",2018-09-24 17:00:00,2018-09-24,17,"Autumn","Holiday","Yes",1442,21.6,32,3.1,20000,4.1,1.2,0,0
"571",2018-09-24 18:00:00,2018-09-24,18,"Autumn","Holiday","Yes",1237,20.3,35,2.4,20000,4.3,0.46,0,0
"572",2018-09-24 19:00:00,2018-09-24,19,"Autumn","Holiday","Yes",1280,18.6,54,2.7,20000,9,0.01,0,0
"573",2018-09-24 20:00:00,2018-09-24,20,"Autumn","Holiday","Yes",1227,17.6,57,1.4,20000,8.9,0,0,0
"574",2018-09-24 21:00:00,2018-09-24,21,"Autumn","Holiday","Yes",1145,16.8,58,1.2,20000,8.4,0,0,0
"575",2018-09-24 22:00:00,2018-09-24,22,"Autumn","Holiday","Yes",958,16.6,47,3.9,20000,5.2,0,0,0
"576",2018-09-24 23:00:00,2018-09-24,23,"Autumn","Holiday","Yes",750,15.7,51,0.4,20000,5.5,0,0,0
"577",2018-09-25 00:00:00,2018-09-25,0,"Autumn","Holiday","Yes",558,14.7,55,1.6,20000,5.7,0,0,0
"578",2018-09-25 01:00:00,2018-09-25,1,"Autumn","Holiday","Yes",408,13.8,60,0.8,20000,6.1,0,0,0
"579",2018-09-25 02:00:00,2018-09-25,2,"Autumn","Holiday","Yes",292,13.4,62,0.2,20000,6.2,0,0,0
"580",2018-09-25 03:00:00,2018-09-25,3,"Autumn","Holiday","Yes",222,12.7,67,0.5,20000,6.7,0,0,0
"581",2018-09-25 04:00:00,2018-09-25,4,"Autumn","Holiday","Yes",157,12,69,0.5,20000,6.4,0,0,0
"582",2018-09-25 05:00:00,2018-09-25,5,"Autumn","Holiday","Yes",105,11.5,70,0.5,20000,6.2,0,0,0
"583",2018-09-25 06:00:00,2018-09-25,6,"Autumn","Holiday","Yes",132,11.2,70,0.9,20000,5.9,0,0,0
"584",2018-09-25 07:00:00,2018-09-25,7,"Autumn","Holiday","Yes",262,10.8,72,0.9,20000,5.9,0.03,0,0
"585",2018-09-25 08:00:00,2018-09-25,8,"Autumn","Holiday","Yes",440,12,61,1.3,19880,4.6,0.6,0,0
"586",2018-09-25 09:00:00,2018-09-25,9,"Autumn","Holiday","Yes",542,15.3,49,1,20000,4.6,1.34,0,0
"587",2018-09-25 10:00:00,2018-09-25,10,"Autumn","Holiday","Yes",667,18,44,1.3,19840,5.5,1.99,0,0
"588",2018-09-25 11:00:00,2018-09-25,11,"Autumn","Holiday","Yes",853,20.1,40,1.6,19850,6,2.47,0,0
"589",2018-09-25 12:00:00,2018-09-25,12,"Autumn","Holiday","Yes",1045,21.7,36,2,20000,5.9,2.78,0,0
"590",2018-09-25 13:00:00,2018-09-25,13,"Autumn","Holiday","Yes",1309,22.9,30,2,20000,4.3,2.9,0,0
"591",2018-09-25 14:00:00,2018-09-25,14,"Autumn","Holiday","Yes",1522,23.7,28,1.4,20000,4,2.77,0,0
"592",2018-09-25 15:00:00,2018-09-25,15,"Autumn","Holiday","Yes",1747,24.1,26,1.6,20000,3.3,2.38,0,0
"593",2018-09-25 16:00:00,2018-09-25,16,"Autumn","Holiday","Yes",1955,24.2,28,1.7,20000,4.5,1.86,0,0
"594",2018-09-25 17:00:00,2018-09-25,17,"Autumn","Holiday","Yes",2033,22.9,33,1.4,20000,5.7,0.83,0,0
"595",2018-09-25 18:00:00,2018-09-25,18,"Autumn","Holiday","Yes",1885,21.6,37,1,20000,6.2,0.24,0,0
"596",2018-09-25 19:00:00,2018-09-25,19,"Autumn","Holiday","Yes",1608,20.3,39,0.6,20000,5.8,0,0,0
"597",2018-09-25 20:00:00,2018-09-25,20,"Autumn","Holiday","Yes",1583,19.3,45,0.4,20000,7,0,0,0
"598",2018-09-25 21:00:00,2018-09-25,21,"Autumn","Holiday","Yes",1565,18.5,48,1,20000,7.2,0,0,0
"599",2018-09-25 22:00:00,2018-09-25,22,"Autumn","Holiday","Yes",1418,17.7,52,1,20000,7.7,0,0,0
"600",2018-09-25 23:00:00,2018-09-25,23,"Autumn","Holiday","Yes",1042,17.4,49,1.2,20000,6.5,0,0,0
"601",2018-09-26 00:00:00,2018-09-26,0,"Autumn","No Holiday","Yes",880,17,51,1.5,20000,6.7,0,0,0
"602",2018-09-26 01:00:00,2018-09-26,1,"Autumn","No Holiday","Yes",594,16.6,53,1.7,20000,6.9,0,0,0
"603",2018-09-26 02:00:00,2018-09-26,2,"Autumn","No Holiday","Yes",453,16.6,54,1.5,20000,7.2,0,0,0
"604",2018-09-26 03:00:00,2018-09-26,3,"Autumn","No Holiday","Yes",355,16.5,57,1.6,20000,7.9,0,0,0
"605",2018-09-26 04:00:00,2018-09-26,4,"Autumn","No Holiday","Yes",222,16.4,59,1.7,20000,8.3,0,0,0
"606",2018-09-26 05:00:00,2018-09-26,5,"Autumn","No Holiday","Yes",150,16.3,61,1.5,20000,8.7,0,0,0
"607",2018-09-26 06:00:00,2018-09-26,6,"Autumn","No Holiday","Yes",230,16.3,62,2.1,20000,8.9,0,0,0
"608",2018-09-26 07:00:00,2018-09-26,7,"Autumn","No Holiday","Yes",335,16.3,62,2,20000,8.9,0.01,0,0
"609",2018-09-26 08:00:00,2018-09-26,8,"Autumn","No Holiday","Yes",598,16.7,60,2,20000,8.8,0.2,0,0
"610",2018-09-26 09:00:00,2018-09-26,9,"Autumn","No Holiday","Yes",680,17.7,54,1.8,20000,8.2,0.63,0,0
"611",2018-09-26 10:00:00,2018-09-26,10,"Autumn","No Holiday","Yes",923,19.4,47,2.3,20000,7.7,1.45,0,0
"612",2018-09-26 11:00:00,2018-09-26,11,"Autumn","No Holiday","Yes",1152,20.5,42,2.1,19810,7.1,1.59,0,0
"613",2018-09-26 12:00:00,2018-09-26,12,"Autumn","No Holiday","Yes",1358,22.5,37,1.8,20000,7,2.5,0,0
"614",2018-09-26 13:00:00,2018-09-26,13,"Autumn","No Holiday","Yes",1686,23.4,34,2.1,20000,6.6,2.84,0,0
"615",2018-09-26 14:00:00,2018-09-26,14,"Autumn","No Holiday","Yes",1972,24.1,33,1.3,20000,6.8,2.52,0,0
"616",2018-09-26 15:00:00,2018-09-26,15,"Autumn","No Holiday","Yes",2170,24.7,35,1.2,20000,8.1,2.28,0,0
"617",2018-09-26 16:00:00,2018-09-26,16,"Autumn","No Holiday","Yes",2270,24.4,35,1.8,20000,7.9,1.71,0,0
"618",2018-09-26 17:00:00,2018-09-26,17,"Autumn","No Holiday","Yes",2349,23.6,38,1.4,20000,8.4,1.04,0,0
"619",2018-09-26 18:00:00,2018-09-26,18,"Autumn","No Holiday","Yes",2339,22.1,45,1.5,20000,9.6,0.27,0,0
"620",2018-09-26 19:00:00,2018-09-26,19,"Autumn","No Holiday","Yes",1937,20.7,46,1,20000,8.6,0.02,0,0
"621",2018-09-26 20:00:00,2018-09-26,20,"Autumn","No Holiday","Yes",1653,20,46,2,20000,8,0,0,0
"622",2018-09-26 21:00:00,2018-09-26,21,"Autumn","No Holiday","Yes",1529,18.9,43,2,20000,6,0,0,0
"623",2018-09-26 22:00:00,2018-09-26,22,"Autumn","No Holiday","Yes",1249,18.1,43,1.7,20000,5.3,0,0,0
"624",2018-09-26 23:00:00,2018-09-26,23,"Autumn","No Holiday","Yes",934,17.4,46,2.1,20000,5.6,0,0,0
"625",2018-09-27 00:00:00,2018-09-27,0,"Autumn","No Holiday","Yes",770,16.7,50,1.7,20000,6.2,0,0,0
"626",2018-09-27 01:00:00,2018-09-27,1,"Autumn","No Holiday","Yes",488,16.1,53,1.4,20000,6.5,0,0,0
"627",2018-09-27 02:00:00,2018-09-27,2,"Autumn","No Holiday","Yes",326,15.7,53,1.4,20000,6.1,0,0,0
"628",2018-09-27 03:00:00,2018-09-27,3,"Autumn","No Holiday","Yes",178,14.9,57,1.1,20000,6.4,0,0,0
"629",2018-09-27 04:00:00,2018-09-27,4,"Autumn","No Holiday","Yes",151,14.4,58,1.1,20000,6.2,0,0,0
"630",2018-09-27 05:00:00,2018-09-27,5,"Autumn","No Holiday","Yes",207,13.9,60,0.6,20000,6.2,0,0,0
"631",2018-09-27 06:00:00,2018-09-27,6,"Autumn","No Holiday","Yes",589,13.4,61,0.8,20000,6,0,0,0
"632",2018-09-27 07:00:00,2018-09-27,7,"Autumn","No Holiday","Yes",1364,13.2,60,0.5,20000,5.5,0.02,0,0
"633",2018-09-27 08:00:00,2018-09-27,8,"Autumn","No Holiday","Yes",2129,14.8,51,1.1,20000,4.7,0.59,0,0
"634",2018-09-27 09:00:00,2018-09-27,9,"Autumn","No Holiday","Yes",1120,17.7,48,1.5,20000,6.5,1.3,0,0
"635",2018-09-27 10:00:00,2018-09-27,10,"Autumn","No Holiday","Yes",907,19.9,47,1.8,19890,8.2,1.93,0,0
"636",2018-09-27 11:00:00,2018-09-27,11,"Autumn","No Holiday","Yes",1019,21.3,43,1.7,19980,8.2,2.42,0,0
"637",2018-09-27 12:00:00,2018-09-27,12,"Autumn","No Holiday","Yes",1189,23.2,42,1.4,20000,9.5,2.73,0,0
"638",2018-09-27 13:00:00,2018-09-27,13,"Autumn","No Holiday","Yes",1191,23,39,1.7,20000,8.2,2.28,0,0
"639",2018-09-27 14:00:00,2018-09-27,14,"Autumn","No Holiday","Yes",1305,24.6,34,1.5,20000,7.6,2.74,0,0
"640",2018-09-27 15:00:00,2018-09-27,15,"Autumn","No Holiday","Yes",1404,23.4,35,1.4,20000,7,1.39,0,0
"641",2018-09-27 16:00:00,2018-09-27,16,"Autumn","No Holiday","Yes",1636,23.6,31,1.1,20000,5.4,1.37,0,0
"642",2018-09-27 17:00:00,2018-09-27,17,"Autumn","No Holiday","Yes",2189,24.3,31,1.5,20000,6,1.17,0,0
"643",2018-09-27 18:00:00,2018-09-27,18,"Autumn","No Holiday","Yes",3154,22.5,38,0.8,20000,7.4,0.31,0,0
"644",2018-09-27 19:00:00,2018-09-27,19,"Autumn","No Holiday","Yes",2422,20.6,44,0.7,20000,7.9,0.01,0,0
"645",2018-09-27 20:00:00,2018-09-27,20,"Autumn","No Holiday","Yes",2098,19.5,47,1.2,20000,7.8,0,0,0
"646",2018-09-27 21:00:00,2018-09-27,21,"Autumn","No Holiday","Yes",1930,18.7,48,1.3,20000,7.4,0,0,0
"647",2018-09-27 22:00:00,2018-09-27,22,"Autumn","No Holiday","Yes",1801,17.9,50,1,20000,7.3,0,0,0
"648",2018-09-27 23:00:00,2018-09-27,23,"Autumn","No Holiday","Yes",1222,17.7,51,1.4,20000,7.4,0,0,0
"649",2018-09-28 00:00:00,2018-09-28,0,"Autumn","No Holiday","No",0,17.1,52,1.4,20000,7.1,0,0,0
"650",2018-09-28 01:00:00,2018-09-28,1,"Autumn","No Holiday","No",0,16.5,53,1.5,20000,6.8,0,0,0
"651",2018-09-28 02:00:00,2018-09-28,2,"Autumn","No Holiday","No",0,16,56,1.5,20000,7.2,0,0,0
"652",2018-09-28 03:00:00,2018-09-28,3,"Autumn","No Holiday","No",0,15.3,59,1.6,20000,7.3,0,0,0
"653",2018-09-28 04:00:00,2018-09-28,4,"Autumn","No Holiday","No",0,14.7,62,1.5,20000,7.4,0,0,0
"654",2018-09-28 05:00:00,2018-09-28,5,"Autumn","No Holiday","No",0,14.5,60,1.4,20000,6.8,0,0,0
"655",2018-09-28 06:00:00,2018-09-28,6,"Autumn","No Holiday","No",0,14.4,61,1.2,20000,6.9,0,0,0
"656",2018-09-28 07:00:00,2018-09-28,7,"Autumn","No Holiday","No",0,14.5,62,1.5,20000,7.2,0.03,0,0
"657",2018-09-28 08:00:00,2018-09-28,8,"Autumn","No Holiday","No",0,15.2,58,1.7,20000,6.9,0.29,0,0
"658",2018-09-28 09:00:00,2018-09-28,9,"Autumn","No Holiday","No",0,16.5,50,1.2,20000,6,0.66,0,0
"659",2018-09-28 10:00:00,2018-09-28,10,"Autumn","No Holiday","No",0,17.4,51,1.3,19890,7.1,0.81,0,0
"660",2018-09-28 11:00:00,2018-09-28,11,"Autumn","No Holiday","No",0,17.9,54,1.4,20000,8.4,0.73,0,0
"661",2018-09-28 12:00:00,2018-09-28,12,"Autumn","No Holiday","No",0,19,52,1.2,20000,8.9,0.98,0,0
"662",2018-09-28 13:00:00,2018-09-28,13,"Autumn","No Holiday","No",0,19.1,53,1.4,20000,9.2,0.76,0,0
"663",2018-09-28 14:00:00,2018-09-28,14,"Autumn","No Holiday","No",0,19.4,53,1.4,20000,9.5,0.68,0,0
"664",2018-09-28 15:00:00,2018-09-28,15,"Autumn","No Holiday","No",0,20.3,52,1.3,20000,10.1,1.15,0,0
"665",2018-09-28 16:00:00,2018-09-28,16,"Autumn","No Holiday","No",0,21.9,46,1.2,19950,9.7,1.67,0,0
"666",2018-09-28 17:00:00,2018-09-28,17,"Autumn","No Holiday","No",0,21.7,52,1.1,20000,11.4,0.79,0,0
"667",2018-09-28 18:00:00,2018-09-28,18,"Autumn","No Holiday","No",0,20.4,56,1.7,20000,11.3,0.2,0,0
"668",2018-09-28 19:00:00,2018-09-28,19,"Autumn","No Holiday","No",0,19.3,61,0.8,20000,11.5,0.01,0,0
"669",2018-09-28 20:00:00,2018-09-28,20,"Autumn","No Holiday","No",0,18,67,0.7,20000,11.7,0,0,0
"670",2018-09-28 21:00:00,2018-09-28,21,"Autumn","No Holiday","No",0,17.8,66,1.1,20000,11.3,0,0,0
"671",2018-09-28 22:00:00,2018-09-28,22,"Autumn","No Holiday","No",0,17.1,70,1,20000,11.5,0,0,0
"672",2018-09-28 23:00:00,2018-09-28,23,"Autumn","No Holiday","No",0,16.6,69,1,20000,10.8,0,0,0
"673",2018-09-29 00:00:00,2018-09-29,0,"Autumn","No Holiday","Yes",1037,16.6,69,1,20000,10.8,0,0,0
"674",2018-09-29 01:00:00,2018-09-29,1,"Autumn","No Holiday","Yes",982,16.2,71,0.9,20000,10.9,0,0,0
"675",2018-09-29 02:00:00,2018-09-29,2,"Autumn","No Holiday","Yes",690,15.8,71,1.1,20000,10.5,0,0,0
"676",2018-09-29 03:00:00,2018-09-29,3,"Autumn","No Holiday","Yes",493,15.5,73,1,20000,10.6,0,0,0
"677",2018-09-29 04:00:00,2018-09-29,4,"Autumn","No Holiday","Yes",301,15.4,74,0.9,20000,10.7,0,0,0
"678",2018-09-29 05:00:00,2018-09-29,5,"Autumn","No Holiday","Yes",208,15,77,0.5,20000,10.9,0,0,0
"679",2018-09-29 06:00:00,2018-09-29,6,"Autumn","No Holiday","Yes",290,14.6,81,1,20000,11.3,0,0,0
"680",2018-09-29 07:00:00,2018-09-29,7,"Autumn","No Holiday","Yes",513,14.7,76,0.8,20000,10.5,0.02,0,0
"681",2018-09-29 08:00:00,2018-09-29,8,"Autumn","No Holiday","Yes",848,15.7,65,1.2,20000,9.1,0.54,0,0
"682",2018-09-29 09:00:00,2018-09-29,9,"Autumn","No Holiday","Yes",1076,18.3,58,1.4,19580,9.8,1.24,0,0
"683",2018-09-29 10:00:00,2018-09-29,10,"Autumn","No Holiday","Yes",1071,20.8,52,1.5,20000,10.5,1.88,0,0
"684",2018-09-29 11:00:00,2018-09-29,11,"Autumn","No Holiday","Yes",1284,22.3,50,1.3,20000,11.3,2.36,0,0
"685",2018-09-29 12:00:00,2018-09-29,12,"Autumn","No Holiday","Yes",1495,23.8,44,1.7,20000,10.8,2.66,0,0
"686",2018-09-29 13:00:00,2018-09-29,13,"Autumn","No Holiday","Yes",1752,24.9,40,1.4,20000,10.3,2.75,0,0
"687",2018-09-29 14:00:00,2018-09-29,14,"Autumn","No Holiday","Yes",1892,26.2,33,1.8,20000,8.6,2.62,0,0
"688",2018-09-29 15:00:00,2018-09-29,15,"Autumn","No Holiday","Yes",2065,26.5,33,1.4,20000,8.9,2.25,0,0
"689",2018-09-29 16:00:00,2018-09-29,16,"Autumn","No Holiday","Yes",2254,26.6,34,1.3,20000,9.4,1.69,0,0
"690",2018-09-29 17:00:00,2018-09-29,17,"Autumn","No Holiday","Yes",2432,26.3,31,1,20000,7.8,1.03,0,0
"691",2018-09-29 18:00:00,2018-09-29,18,"Autumn","No Holiday","Yes",2397,24.8,41,0.5,20000,10.6,0.33,0,0
"692",2018-09-29 19:00:00,2018-09-29,19,"Autumn","No Holiday","Yes",2021,22.5,43,0.4,20000,9.2,0,0,0
"693",2018-09-29 20:00:00,2018-09-29,20,"Autumn","No Holiday","Yes",1835,21.3,46,0.1,20000,9.2,0,0,0
"694",2018-09-29 21:00:00,2018-09-29,21,"Autumn","No Holiday","Yes",1781,20.1,54,1.2,20000,10.4,0,0,0
