"","rent_count","year","month","day","day_of_week","season","temperature","humudity","holiday","wind_speed","visibility","dewpoint_temp","solar_radiation","rainfall","snowfall"
"263",26072,"2018","08","22","2","Summer",31.65,50.5,"No Holiday",1,19920,19.9,0.205,0,0
"264",15958,"2018","08","23","3","Summer",29.85,55,"No Holiday",1.75,20000,20,0.02,2.5,0
"265",11658,"2018","08","24","4","Summer",24.55,85,"No Holiday",2.45,19925,22,0.045,8,0
"266",27302,"2018","08","25","5","Summer",24.35,71.5,"No Holiday",2.4,19235,18.75,0.175,0,0
"267",19310,"2018","08","26","6","Summer",22.6,69,"No Holiday",1.05,19875,17.4,0.095,2,0
"268",14435,"2018","08","27","0","Summer",22.3,89.5,"No Holiday",0.8,12010,21.2,0.06,19.5,0
"269",9092,"2018","08","28","1","Summer",23.45,95.5,"No Holiday",0.75,17310,22.1,0.005,95.5,0
"270",9184,"2018","08","29","2","Summer",24.6,86.5,"No Holiday",2.85,19655,22.2,0,43,0
"271",20959,"2018","08","30","3","Summer",24.9,77.5,"No Holiday",1.85,10520,22.2,0.02,9.5,0
"272",27817,"2018","08","31","4","Summer",24.3,74.5,"No Holiday",1.65,18475,19.4,0.095,0.1,0
"273",26010,"2018","09","01","5","Autumn",25.55,53.5,"No Holiday",1.3,19830,15.95,0.11,0,0
"274",26881,"2018","09","02","6","Autumn",25.4,56,"No Holiday",1.45,20000,14.25,0.105,0,0
"275",10802,"2018","09","03","0","Autumn",23.9,82,"No Holiday",0.9,19055,20.95,0.015,34.5,0
"276",29529,"2018","09","04","1","Autumn",22.55,62,"No Holiday",2.65,20000,17.35,0.105,0,0
"277",31114,"2018","09","05","2","Autumn",23.75,64,"No Holiday",2.15,20000,15.05,0.14,0,0
"278",27838,"2018","09","06","3","Autumn",24.45,71,"No Holiday",2.3,16175,18.55,0.07,0,0
"279",30381,"2018","09","07","4","Autumn",21.45,51,"No Holiday",2.55,19755,13.15,0.105,1.5,0
"280",29813,"2018","09","08","5","Autumn",21.8,50,"No Holiday",1.6,20000,9.9,0.105,0,0
"281",28354,"2018","09","09","6","Autumn",22,54,"No Holiday",1.2,20000,9.9,0.045,0,0
"282",30781,"2018","09","10","0","Autumn",22.4,49,"No Holiday",1.6,20000,11.7,0.07,0,0
"283",31694,"2018","09","11","1","Autumn",21.75,49.5,"No Holiday",1.4,20000,9.9,0.05,0,0
"284",31809,"2018","09","12","2","Autumn",22.65,55,"No Holiday",1.3,20000,12.35,0.065,0,0
"285",30991,"2018","09","13","3","Autumn",22.75,63,"No Holiday",1.3,20000,15.5,0.03,0,0
"286",28199,"2018","09","14","4","Autumn",23.65,67,"No Holiday",1.25,20000,16.6,0.05,0.5,0
"287",25079,"2018","09","15","5","Autumn",23.2,78,"No Holiday",0.95,20000,18.5,0.025,0.2,0
"288",14178,"2018","09","16","6","Autumn",22.4,86.5,"No Holiday",1.7,5590,19.55,0.015,2,0
"289",30290,"2018","09","17","0","Autumn",21.15,65.5,"No Holiday",1.9,17105,14.65,0.055,0.1,0
"290",14282,"2018","09","20","3","Autumn",19.05,79.5,"No Holiday",1.7,17495,15.35,0,5,0
"291",18266,"2018","09","21","4","Autumn",19.1,82,"No Holiday",1.35,20000,16.9,0.01,18,0
"292",26398,"2018","09","22","5","Autumn",19.6,64,"No Holiday",1.25,18890,12.25,0.03,6.5,0
"293",20060,"2018","09","23","6","Autumn",18.8,55.5,"Holiday",1.2,20000,10.25,0.005,0,0
"294",17259,"2018","09","24","0","Autumn",17.1,50.5,"Holiday",2.15,20000,5.5,0.015,0,0
"295",23350,"2018","09","25","1","Autumn",17.85,48.5,"Holiday",1,20000,5.9,0.015,0,0
"296",28018,"2018","09","26","2","Autumn",18.5,46,"No Holiday",1.75,20000,7.9,0.015,0,0
"297",30789,"2018","09","27","3","Autumn",18.3,48,"No Holiday",1.35,20000,6.75,0.015,0,0
"298",31447,"2018","09","29","5","Autumn",19.7,54.5,"No Holiday",1,20000,10.45,0.01,0,0
"299",27909,"2018","10","01","0","Autumn",14.75,56,"No Holiday",2.75,20000,5.15,0.015,0,0
"300",30349,"2018","10","03","2","Autumn",17.1,60,"Holiday",1.2,19720,8.7,0.01,0,0
"301",4522,"2018","10","05","4","Autumn",16.9,89.5,"No Holiday",1.75,12865,14.5,0,35.5,0
"302",16037,"2018","10","06","5","Autumn",17.25,89,"No Holiday",2.3,19995,15.05,0,56.5,0
"303",27614,"2018","10","07","6","Autumn",16.1,51,"No Holiday",1.6,19990,8.1,0.015,0,0
"304",29362,"2018","10","08","0","Autumn",14.7,46.5,"No Holiday",1.05,20000,3,0.005,0,0
"305",24410,"2018","10","10","2","Autumn",12.9,52.5,"No Holiday",2.75,19995,2.15,0,7,0
"306",24526,"2018","10","11","3","Autumn",9.05,50.5,"No Holiday",1.8,20000,-0.95,0.005,0,0
"307",26237,"2018","10","12","4","Autumn",10.75,56.5,"No Holiday",1.2,19975,0.9,0.005,0,0
"308",25542,"2018","10","13","5","Autumn",12.15,56,"No Holiday",1.1,13485,3.3,0.005,0,0
"309",24349,"2018","10","14","6","Autumn",13.4,60.5,"No Holiday",1.15,11240,3.6,0.005,0,0
"310",26198,"2018","10","15","0","Autumn",14.45,75.5,"No Holiday",1.45,8100,8.8,0,0,0
"311",26956,"2018","10","16","1","Autumn",13.95,63,"No Holiday",1.15,14465,4.7,0,0,0
"312",26502,"2018","10","17","2","Autumn",11.85,54.5,"No Holiday",1.15,18220,1.4,0,0,0
"313",26504,"2018","10","18","3","Autumn",12.1,60,"No Holiday",1,20000,4.45,0,0,0
"314",27437,"2018","10","19","4","Autumn",12.8,56,"No Holiday",1.5,20000,3,0,0,0
"315",25355,"2018","10","20","5","Autumn",12.85,56.5,"No Holiday",1.15,17480,3.6,0,0,0
"316",23906,"2018","10","21","6","Autumn",12.6,54,"No Holiday",1.15,16275,2.95,0,0,0
"317",26075,"2018","10","22","0","Autumn",13.05,53.5,"No Holiday",0.85,9645,2.95,0,0,0
"318",21601,"2018","10","23","1","Autumn",12,70.5,"No Holiday",0.95,8500,7.45,0,5,0
"319",26418,"2018","10","24","2","Autumn",11.85,69,"No Holiday",1.15,14225,6.15,0,0,0
"320",27258,"2018","10","25","3","Autumn",13.5,54.5,"No Holiday",1,16450,4.35,0,0,0
"321",13377,"2018","10","26","4","Autumn",12.6,71,"No Holiday",1.2,16180,6.4,0,11,0
"322",18398,"2018","10","27","5","Autumn",9,50,"No Holiday",3.35,20000,-2.1,0,0,0
"323",11589,"2018","10","28","6","Autumn",7.45,75,"No Holiday",1.2,20000,5.2,0,5.5,0
"324",19877,"2018","10","29","0","Autumn",6.25,58,"No Holiday",2,20000,-0.35,0,0,0
"325",20822,"2018","10","30","1","Autumn",7.55,52,"No Holiday",1.5,20000,-4.65,0,0,0
"326",21545,"2018","10","31","2","Autumn",7.15,58.5,"No Holiday",1.8,19970,-0.9,0,0,0
"327",22964,"2018","11","01","3","Autumn",8.2,57,"No Holiday",1.25,18905,-1.25,0,0,0
"328",24077,"2018","11","02","4","Autumn",10,56,"No Holiday",1.2,14255,0.85,0,0,0
"329",20471,"2018","11","04","6","Autumn",11.15,60,"No Holiday",1.2,12555,1.7,0,0,0
"330",23472,"2018","11","05","0","Autumn",11.7,75,"No Holiday",1.1,6595,5.1,0,0,0
"331",16525,"2018","11","07","2","Autumn",12.65,77,"No Holiday",1.15,5480,9.35,0,2,0
"332",1721,"2018","11","08","3","Autumn",11.5,95,"No Holiday",1.8,6900,10.35,0,46,0
"333",18473,"2018","11","10","5","Autumn",11.25,77,"No Holiday",1.2,3915,6.95,0,0,0
"334",13138,"2018","11","11","6","Autumn",8.45,69,"No Holiday",0.8,3670,3.5,0,0,0
"335",21003,"2018","11","12","0","Autumn",7.95,52.5,"No Holiday",1.2,18155,-1.3,0,0,0
"336",21992,"2018","11","13","1","Autumn",8.3,49.5,"No Holiday",0.85,15935,-0.55,0,0,0
"337",22707,"2018","11","14","2","Autumn",9.2,53.5,"No Holiday",0.85,13645,0.95,0,0,0
"338",21502,"2018","11","15","3","Autumn",8.65,55,"No Holiday",1.05,9610,0.45,0,0,0
"339",20660,"2018","11","16","4","Autumn",7.8,64,"No Holiday",1.25,7025,1.05,0,0,0
"340",15689,"2018","11","17","5","Autumn",4.55,45,"No Holiday",1.35,16765,-5.5,0,0,0
"341",14319,"2018","11","18","6","Autumn",6.9,49,"No Holiday",0.9,17135,-5.2,0,0,0
"342",18956,"2018","11","19","0","Autumn",5.95,51.5,"No Holiday",1.05,10415,-1.55,0,0,0
"343",19127,"2018","11","20","1","Autumn",8,38.5,"No Holiday",1.6,18525,-8.45,0,0,0
"344",15732,"2018","11","21","2","Autumn",6.5,53,"No Holiday",0.85,18770,-2.6,0,1.2,0
"345",16496,"2018","11","22","3","Autumn",2.55,38,"No Holiday",2.55,20000,-11.7,0,0,0
"346",16314,"2018","11","23","4","Autumn",2.05,29,"No Holiday",1.3,20000,-14.4,0,0,0
"347",6477,"2018","11","24","5","Autumn",2.6,84.5,"No Holiday",1.7,10460,0,0,10.9,787
"348",11212,"2018","11","25","6","Autumn",4.1,81.5,"No Holiday",0.95,4295,0.75,0,0,414
"349",17162,"2018","11","26","0","Autumn",5.8,70.5,"No Holiday",1.1,4675,1,0,0,29
"350",16282,"2018","11","27","1","Autumn",6.5,73,"No Holiday",1.2,3725,1.35,0,0,0
"351",16524,"2018","11","28","2","Autumn",4.6,26,"No Holiday",1.6,14640,-12.95,0,0,0
"352",16423,"2018","11","29","3","Autumn",2.8,35.5,"No Holiday",1,15440,-11.3,0,0,0
"353",16297,"2018","11","30","4","Autumn",2,43,"No Holiday",1.3,14100,-7.8,0,0,0
