"","hour","rent_count","temperature","humidity","wind_speed","visibility","solar_radiation","rainfall","snowfall"
"1454",13,225,-1.3,35,2,18930,1.18,0,0
"1455",14,238,-1.1,46,2.1,14370,0.72,0,0
"1456",15,173,-1.6,55,2.5,18910,0.64,0,0
"1457",16,94,-2.2,76,1.7,2330,0.25,0,0
"1458",17,53,-2.4,85,0.3,1740,0.06,0,6
"1459",18,100,-2.3,91,0.4,2020,0,1.4,20
"1460",19,59,-1.7,91,1.1,1670,0,0,30
"1461",20,72,-1.5,91,1.7,2700,0,0,33
"1462",21,60,-1.6,91,1.3,5080,0,1.5,35
"1463",22,73,-1.7,85,1.2,10060,0,0,35
"1464",23,62,-1.7,83,1,10930,0,0,35
"1465",0,69,-1.7,83,0.8,11130,0,0,35
"1466",1,96,-1.6,81,1.1,11410,0,0,35
"1467",2,60,-1.6,80,1.4,10970,0,0,35
"1468",3,47,-2.2,83,1,9770,0,0,35
"1469",4,34,-2.4,82,1.5,8770,0,0,35
"1470",5,34,-2.8,83,0.6,9460,0,0,35
"1471",6,63,-3.1,80,0.7,12150,0,0,35
"1472",7,124,-3.5,83,1.6,9530,0,0,35
"1473",8,273,-3.6,83,1.7,9150,0,0,35
"1474",9,137,-3.3,77,1.2,9160,0.1,0,34
"1475",10,102,-2.3,63,1.7,12860,0.22,0,32
"1476",11,144,-1.5,46,2.5,19060,0.56,0,30
"1477",12,160,-1,35,2.7,19210,0.64,0,30
"1478",13,171,-0.8,39,2.6,18530,0.54,0,28
"1479",14,156,-0.7,33,2.7,19840,0.56,0,25
"1480",15,214,-0.5,30,2.3,19970,0.45,0,22
"1481",16,216,-0.1,29,1.6,20000,0.5,0,18
"1482",17,279,-0.9,34,2.8,20000,0.28,0,18
"1483",18,403,-1.8,35,2.1,20000,0.05,0,16
"1484",19,270,-2.2,36,2.2,20000,0,0,16
"1485",20,229,-2.6,36,3.1,20000,0,0,16
"1486",21,229,-3.4,40,0.9,20000,0,0,16
"1487",22,188,-4.2,48,1,20000,0,0,16
"1488",23,132,-4.7,53,1.3,20000,0,0,16
"1489",0,122,-5.2,56,1.4,19960,0,0,16
"1490",1,149,-5.4,54,1.7,19960,0,0,16
"1491",2,103,-5.5,53,2.1,19800,0,0,16
"1492",3,81,-6.2,57,1.6,18740,0,0,16
"1493",4,37,-7.1,56,1.8,18410,0,0,16
"1494",5,51,-7.8,65,2.3,17370,0,0,16
"1495",6,95,-8.1,59,0.7,19150,0,0,16
"1496",7,244,-8.7,64,0.5,19720,0,0,16
"1497",8,459,-8.6,59,1,19480,0.01,0,16
"1498",9,259,-7.9,50,0.6,18050,0.23,0,16
"1499",10,168,-5,41,0.5,17990,0.64,0,15
"1500",11,194,-2.6,33,1.5,18300,0.95,0,14
"1501",12,240,-1.1,31,1.3,18690,1.2,0,13
"1502",13,233,0.3,28,3.1,19880,1.3,0,10
"1503",14,256,0.8,23,3.2,20000,1.29,0,5
"1504",15,293,0.7,25,3,19870,1.12,0,0
"1505",16,268,1.1,26,2.1,19570,0.82,0,0
"1506",17,341,0.3,26,2.4,19770,0.45,0,0
"1507",18,542,-1,28,1.9,20000,0.08,0,0
"1508",19,344,-1.8,32,1.5,20000,0,0,0
"1509",20,263,-2.4,36,1,20000,0,0,0
"1510",21,257,-3.2,47,1.8,19170,0,0,0
"1511",22,235,-3.9,52,1.2,18710,0,0,0
"1512",23,143,-4.5,55,0.4,19080,0,0,0
"1513",0,138,-4.9,56,1.1,19820,0,0,0
"1514",1,159,-5.2,56,0.9,19730,0,0,0
"1515",2,102,-5.7,59,0.3,19510,0,0,0
"1516",3,65,-6.3,63,0.9,14250,0,0,0
"1517",4,47,-6.7,65,1.1,17050,0,0,0
"1518",5,48,-6.8,61,0.2,17240,0,0,0
"1519",6,115,-7,62,1.3,18300,0,0,0
"1520",7,267,-7.4,62,1.5,19090,0,0,0
"1521",8,558,-7.4,58,2.2,18820,0.01,0,0
"1522",9,280,-6.5,54,1.2,15410,0.22,0,0
"1523",10,187,-4.1,43,1.2,11870,0.59,0,0
"1524",11,234,-1.4,37,1,13170,0.91,0,0
"1525",12,303,0.9,37,1.5,12830,1.12,0,0
"1526",13,294,1.6,29,2.2,16620,1.2,0,0
"1527",14,293,3.2,26,2.2,14990,1.16,0,0
"1528",15,310,3.6,26,2.4,16870,0.99,0,0
"1529",16,330,2.9,26,3,19680,0.69,0,0
"1530",17,382,2,25,2.3,19980,0.34,0,0
"1531",18,592,0.5,37,3,17330,0.06,0,0
"1532",19,379,-0.5,43,2.5,16660,0,0,0
"1533",20,241,-1.3,51,2.4,14810,0,0,0
"1534",21,225,-2,61,1.7,16550,0,0,0
"1535",22,227,-2.4,63,1.3,15230,0,0,0
"1536",23,178,-2.6,69,2,14340,0,0,0
"1537",0,182,-2.5,69,2.2,13660,0,0,0
"1538",1,184,-2.3,71,3.2,10780,0,0,0
"1539",2,123,-3.4,82,4.2,1840,0,0,0
"1540",3,60,-4.4,80,4.3,3460,0,0.1,1
"1541",4,35,-5.6,74,4,3870,0,0,2
"1542",5,31,-6.3,65,3.9,15210,0,0,3
"1543",6,33,-7.8,57,4.8,18670,0,0.4,3
"1544",7,67,-8.8,58,4,19420,0,0,3
"1545",8,116,-9.5,56,3.5,19790,0.01,0,3
"1546",9,168,-9.4,47,3.3,19950,0.42,0,3
"1547",10,144,-8.5,43,4,17970,1.09,0,2
"1548",11,195,-7.7,41,4.6,19840,1.65,0,2
"1549",12,192,-6,38,3.4,19300,2.04,0,0
"1550",13,229,-5.8,38,3.7,19610,2.25,0,0
"1551",14,196,-5,31,4,20000,2.18,0,0
"1552",15,210,-4.5,31,4.3,19790,1.91,0,0
"1553",16,205,-4.2,31,3.5,19740,1.42,0,0
"1554",17,211,-5.6,32,4.6,20000,0.53,0,0
"1555",18,175,-6.6,36,4.4,20000,0.15,0,0
"1556",19,135,-7.6,32,4.8,20000,0,0,0
"1557",20,109,-8.5,31,4.1,20000,0,0,0
"1558",21,107,-9.1,38,2.7,20000,0,0,0
"1559",22,92,-9.7,45,3,20000,0,0,0
"1560",23,91,-10,48,2.6,20000,0,0,0
"1561",0,98,-10.4,49,2.4,20000,0,0,0
"1562",1,90,-10.5,48,3.1,20000,0,0,0
"1563",2,60,-10.5,49,2,20000,0,0,0
"1564",3,54,-10.6,47,3.7,20000,0,0,0
"1565",4,35,-11.2,47,2.3,20000,0,0,0
"1566",5,21,-11.5,51,3.3,19960,0,0,0
"1567",6,23,-11.8,54,2.4,19170,0,0,0
"1568",7,34,-12.4,54,2.5,17900,0,0,0
"1569",8,70,-12.8,56,2.4,15070,0.02,0,0
"1570",9,97,-12.4,51,3.8,14150,0.38,0,0
"1571",10,103,-11.2,43,3.5,13590,1.04,0,0
"1572",11,115,-9.7,37,2.8,14360,1.57,0,0
"1573",12,165,-8.3,32,1.8,12950,1.99,0,0
"1574",13,152,-8.3,34,4,15610,2.22,0,0
"1575",14,177,-7.4,33,4,17130,2.17,0,0
"1576",15,190,-6.4,30,4.9,19390,1.89,0,0
"1577",16,181,-5.4,29,3.6,19790,1.4,0,0
"1578",17,184,-5.9,27,3.6,19740,0.81,0,0
"1579",18,154,-7,26,4.1,20000,0.16,0,0
"1580",19,124,-7.7,31,3.3,20000,0,0,0
"1581",20,98,-8.2,28,3.5,20000,0,0,0
"1582",21,107,-8.9,35,3.2,20000,0,0,0
"1583",22,78,-9.7,45,1.3,20000,0,0,0
"1584",23,77,-10.3,48,2,20000,0,0,0
"1585",0,82,-10.5,52,2.4,20000,0,0,0
"1586",1,52,-11.2,54,1,20000,0,0,0
"1587",2,39,-11.2,55,1.5,20000,0,0,0
"1588",3,33,-11.3,54,0.6,20000,0,0,0
"1589",4,20,-11.7,51,1.2,20000,0,0,0
"1590",5,37,-11.6,45,2.4,20000,0,0,0
"1591",6,110,-11.5,40,2.3,20000,0,0,0
"1592",7,227,-11.6,44,1.6,20000,0,0,0
"1593",8,433,-11.5,40,2.8,20000,0.02,0,0
"1594",9,216,-11.1,38,2.4,19450,0.43,0,0
"1595",10,123,-9.6,32,3.7,20000,1.14,0,0
"1596",11,156,-8.5,27,4.7,18940,1.73,0,0
"1597",12,157,-7.8,28,4.1,20000,2.12,0,0
"1598",13,169,-7,25,4.2,19990,2.29,0,0
"1599",14,170,-6.4,24,4.6,19700,2.23,0,0
"1600",15,169,-5.7,25,4.4,19950,1.94,0,0
"1601",16,199,-5.4,25,3.4,19850,1.44,0,0
"1602",17,225,-6.4,28,4.5,20000,0.81,0,0
"1603",18,388,-7.6,29,3.5,20000,0.16,0,0
"1604",19,246,-8.3,29,4.1,20000,0,0,0
"1605",20,206,-9.1,35,3.8,20000,0,0,0
"1606",21,177,-9.8,41,3.9,19490,0,0,0
"1607",22,183,-10.3,43,3.7,18760,0,0,0
"1608",23,115,-10.5,47,2.8,17940,0,0,0
"1609",0,126,-10.6,47,3.5,18030,0,0,0
"1610",1,87,-10.9,36,3.3,20000,0,0,0
"1611",2,59,-11.2,36,2.9,19810,0,0,0
"1612",3,36,-11.6,35,3.2,19920,0,0,0
"1613",4,32,-12,36,2.7,19980,0,0,0
"1614",5,40,-12.3,37,2.9,20000,0,0,0
"1615",6,94,-12.5,40,3.4,19910,0,0,0
"1616",7,213,-12.7,41,3.7,19820,0,0,0
"1617",8,438,-12.7,41,3.1,20000,0.02,0,0
"1618",9,217,-12.3,39,3.7,19840,0.45,0,0
"1619",10,128,-11.3,35,4.2,18480,1.15,0,0
"1620",11,175,-9.9,32,3.3,18630,1.72,0,0
"1621",12,172,-8.2,31,2.7,18580,2.09,0,0
"1622",13,165,-7.5,28,4.3,19040,2.3,0,0
"1623",14,147,-7,26,4.4,19860,2.24,0,0
"1624",15,171,-5.9,25,3.1,19360,1.93,0,0
"1625",16,175,-5.9,24,3.5,20000,1.44,0,0
"1626",17,227,-6.6,29,2.5,20000,0.68,0,0
"1627",18,392,-7.6,36,3.3,20000,0.11,0,0
"1628",19,251,-8.4,37,4,20000,0,0,0
"1629",20,193,-9.6,34,2.6,20000,0,0,0
"1630",21,175,-10.6,39,3.1,20000,0,0,0
"1631",22,169,-11.1,43,1.8,19600,0,0,0
"1632",23,106,-11.8,46,1.1,18600,0,0,0
"1633",0,116,-12.3,47,0.4,18480,0,0,0
"1634",1,96,-12.3,47,1.9,18370,0,0,0
"1635",2,83,-12.5,50,1,17220,0,0,0
"1636",3,51,-12.5,49,1.5,18850,0,0,0
"1637",4,34,-13.1,54,0.7,13690,0,0,0
"1638",5,45,-13,53,0.7,18100,0,0,0
"1639",6,92,-13.2,50,0.5,18730,0,0,0
"1640",7,214,-13.2,56,0.9,16650,0,0,0
"1641",8,469,-13.3,60,0.6,15980,0.02,0,0
"1642",9,237,-12,50,1.3,15230,0.43,0,0
"1643",10,155,-9.6,39,0.7,15800,1.06,0,0
"1644",11,176,-7,28,3.3,18290,1.56,0,0
"1645",12,188,-6,24,2.6,19640,1.97,0,0
"1646",13,228,-4.5,23,2.6,19370,2.12,0,0
"1647",14,199,-3.5,20,1.5,19760,2.02,0,0
"1648",15,221,-2.1,20,2.3,19610,1.87,0,0
"1649",16,240,-1.7,18,2,19190,1.41,0,0
"1650",17,320,-2.3,20,2.2,19940,0.77,0,0
"1651",18,448,-4,27,2.5,20000,0.16,0,0
"1652",19,280,-5.2,33,2.6,20000,0,0,0
"1653",20,218,-5.8,44,2.1,19940,0,0,0
"1654",21,223,-6.3,48,2.2,19650,0,0,0
"1655",22,200,-6.8,50,1.7,18560,0,0,0
"1656",23,164,-7.6,50,1,18390,0,0,0
"1657",0,136,-8.2,50,1.1,18500,0,0,0
"1658",1,126,-8.5,60,1.2,19080,0,0,0
"1659",2,103,-8.3,65,0.4,17500,0,0,0
"1660",3,57,-8.6,64,0.9,17540,0,0,0
"1661",4,46,-9,54,0.6,18330,0,0,0
"1662",5,39,-9,56,0.4,16780,0,0,0
"1663",6,99,-9.3,61,0.7,16840,0,0,0
"1664",7,255,-9.6,67,1,15030,0,0,0
"1665",8,507,-9.7,65,0.8,15080,0.02,0,0
"1666",9,270,-8.5,55,1,14820,0.4,0,0
"1667",10,160,-6.3,46,1.3,13460,1.01,0,0
"1668",11,217,-3.1,39,1.2,14950,1.54,0,0
"1669",12,253,-1.5,35,1.2,15510,1.9,0,0
"1670",13,270,0.3,30,1.4,16970,2.11,0,0
"1671",14,253,0.9,25,2.4,17300,2.09,0,0
"1672",15,286,1.4,25,2.2,16860,1.81,0,0
"1673",16,284,2,25,2.3,17550,1.3,0,0
"1674",17,337,1.5,24,1.9,17880,0.72,0,0
"1675",18,564,-0.5,26,1.7,19990,0.15,0,0
"1676",19,378,-1.8,35,1.4,15580,0,0,0
"1677",20,277,-2.8,40,1.5,15930,0,0,0
"1678",21,268,-3.3,42,1.1,15960,0,0,0
"1679",22,233,-3.9,41,0.4,14620,0,0,0
"1680",23,195,-4.3,44,0.7,12470,0,0,0
"1681",0,178,-4.6,38,0.1,15510,0,0,0
"1682",1,159,-4.8,44,1.1,14320,0,0,0
"1683",2,107,-5.1,47,0.9,14600,0,0,0
"1684",3,78,-5.2,48,0.7,13090,0,0,0
"1685",4,46,-4.4,47,0.9,13430,0,0,0
"1686",5,36,-4.2,44,1.1,11960,0,0,0
"1687",6,117,-4,41,0.8,12420,0,0,0
"1688",7,273,-3.6,42,0.9,12580,0,0,0
"1689",8,589,-3.3,39,0.9,12790,0.02,0,0
"1690",9,308,-2.4,36,1.2,12760,0.2,0,0
"1691",10,199,-1.3,34,0.5,11920,0.32,0,0
"1692",11,238,-0.2,31,0.8,12690,0.5,0,0
"1693",12,260,1.6,28,0.5,11930,0.88,0,0
"1694",13,268,2.6,27,0.8,11200,0.82,0,0
"1695",14,283,4,25,0.9,10090,1.06,0,0
"1696",15,315,5,24,1,10370,1.16,0,0
"1697",16,319,6,28,1.7,11830,1.03,0,0
"1698",17,422,4.8,38,3,15820,0.47,0,0
"1699",18,659,4.1,40,2.1,13270,0.1,0,0
"1700",19,407,3.3,58,1.7,10240,0,0,0
"1701",20,308,3,61,1.9,8420,0,0,0
"1702",21,243,2.9,63,1,7860,0,0,0
"1703",22,263,2.5,66,1.1,7590,0,0,0
"1704",23,193,2,70,0.7,6890,0,0,0
"1705",0,197,1.5,71,1.1,5900,0,0,0
"1706",1,237,1.7,71,1.2,5840,0,0,0
"1707",2,169,1.9,71,1.5,5840,0,0,0
"1708",3,145,2,71,1.2,5340,0,0,0
"1709",4,79,1.9,74,1.2,5140,0,0,0
"1710",5,41,1.8,75,2,4840,0,0,0
"1711",6,48,1.6,78,1.6,4480,0,0,0
"1712",7,97,1.6,81,1.4,3930,0,0,0
"1713",8,188,1.6,82,1.3,3490,0.01,0,0
"1714",9,222,1.6,78,2,2600,0.17,0,0
"1715",10,223,1.8,73,2.8,2700,0.69,0,0
"1716",11,235,2.6,62,2.9,2940,1.12,0,0
"1717",12,248,2.9,53,4.7,3540,1.37,0,0
"1718",13,296,2.8,31,4,9670,1.42,0,0
"1719",14,286,2.2,24,4.5,17000,1.66,0,0
"1720",15,277,2,20,4.1,19420,1.49,0,0
"1721",16,291,0.3,17,4.9,20000,0.87,0,0
"1722",17,277,-0.9,19,5,20000,0.48,0,0
"1723",18,216,-2,15,5.6,20000,0.13,0,0
"1724",19,151,-3.1,14,5.1,20000,0,0,0
"1725",20,132,-4.4,19,5.8,20000,0,0,0
"1726",21,124,-5.6,28,4.1,20000,0,0,0
"1727",22,128,-6.2,32,3.5,20000,0,0,0
"1728",23,118,-6.7,35,2.1,20000,0,0,0
"1729",0,112,-6.9,36,2.1,20000,0,0,0
"1730",1,95,-7,38,2.6,20000,0,0,0
"1731",2,93,-7,42,1.6,20000,0,0,0
"1732",3,58,-7.2,43,2,20000,0,0,0
"1733",4,34,-7.5,42,2.4,19980,0,0,0
"1734",5,19,-7.8,39,2.8,20000,0,0,0
"1735",6,39,-8.4,33,1.4,19630,0,0,0
"1736",7,40,-9.2,34,2,19450,0,0,0
"1737",8,81,-9.4,29,1.9,19670,0.03,0,0
"1738",9,126,-8.6,28,1.5,17860,0.49,0,0
"1739",10,130,-6.9,21,3.4,18270,1.16,0,0
"1740",11,155,-5,25,3.2,18530,1.75,0,0
"1741",12,174,-3.9,28,2.9,19210,2.12,0,0
"1742",13,212,-2.4,28,3,19530,2.35,0,0
"1743",14,191,-2.2,29,4.1,19830,1.93,0,0
"1744",15,181,-2.6,31,2.7,19870,1.36,0,0
"1745",16,175,-3.6,36,4.4,20000,0.67,0,0
"1746",17,198,-4.2,47,2.7,20000,0.31,0,0
"1747",18,150,-4.6,56,3.6,20000,0.09,0,0
"1748",19,147,-5.2,66,3.1,20000,0,0,0
"1749",20,127,-5.7,67,2.6,20000,0,0,0
"1750",21,119,-5.6,69,2.2,19840,0,0,0
"1751",22,103,-5.8,57,3.2,19800,0,0,0
"1752",23,91,-7,49,3.4,19840,0,0,0
"1753",0,103,-7.7,52,3.2,19820,0,0,0
"1754",1,69,-7.9,52,3.7,19610,0,0,0
"1755",2,45,-8.3,49,2.7,20000,0,0,0
"1756",3,21,-8.5,35,2.7,20000,0,0,0
"1757",4,33,-8.6,31,3.5,20000,0,0,0
"1758",5,30,-9.2,37,1.1,20000,0,0,0
"1759",6,109,-9.5,36,1.5,20000,0,0,0
"1760",7,236,-9.5,35,1.1,20000,0,0,0
"1761",8,517,-9.1,33,2.1,19980,0.03,0,0
"1762",9,262,-8.4,28,2.2,19470,0.49,0,0
"1763",10,161,-6.7,23,2.4,19380,1.25,0,0
"1764",11,190,-6.1,25,2.8,19760,1.28,0,0
"1765",12,202,-4.6,32,4.2,18740,1.43,0,0
"1766",13,246,-2.7,29,2.9,19610,2.29,0,0
"1767",14,182,-2.4,30,3.4,18240,2.08,0,0
"1768",15,228,-2.1,30,3.9,19330,2.22,0,0
"1769",16,239,-2.4,33,4.5,18150,1.55,0,0
"1770",17,288,-3.1,36,4.4,19880,0.89,0,0
"1771",18,475,-4.4,46,3.5,20000,0.23,0,0
"1772",19,340,-4.9,52,2,20000,0,0,0
"1773",20,244,-4.7,55,1.7,20000,0,0,0
"1774",21,253,-4.3,59,3,12390,0,0,0
"1775",22,200,-4.2,57,1.7,20000,0,0,0
"1776",23,140,-4.4,58,2.4,20000,0,0,0
"1777",0,158,-5,60,1.8,19950,0,0,0
"1778",1,146,-5.5,60,1.3,19940,0,0,0
"1779",2,106,-6,58,2,20000,0,0,0
"1780",3,70,-6.2,61,1.3,19920,0,0,0
"1781",4,46,-6.4,62,1.8,19780,0,0,0
"1782",5,51,-6.7,64,1.6,19810,0,0,0
"1783",6,96,-7.1,70,1,19770,0,0,0
"1784",7,294,-7.2,70,1.9,19460,0,0,0
"1785",8,568,-7.1,68,0.6,19310,0.03,0,0
"1786",9,285,-5.9,52,1.4,19350,0.53,0,0
"1787",10,200,-2.4,41,1.5,19050,1.19,0,0
"1788",11,252,-0.3,40,3.4,17280,1.73,0,0
"1789",12,281,1,41,3.3,17940,2.11,0,0
"1790",13,256,2.6,40,3.5,18540,2.28,0,0
"1791",14,300,3.7,39,3.8,19080,2.19,0,0
"1792",15,295,3.7,40,5.3,19500,1.96,0,0
"1793",16,328,3.9,41,4,19730,1.24,0,0
"1794",17,410,3.5,46,3.1,19920,0.39,0,0
"1795",18,604,3.1,50,3.7,20000,0.07,0,0
"1796",19,406,2.4,57,3.2,19950,0,0,0
"1797",20,323,2.3,59,3.8,19810,0,0,0
"1798",21,290,2.6,57,3.8,20000,0,0,0
"1799",22,291,2.6,57,3.1,20000,0,0,0
"1800",23,211,2.4,59,3.2,20000,0,0,0
"1801",0,178,2,65,2.2,18850,0,0,0
"1802",1,213,1.3,67,1.2,17380,0,0,0
"1803",2,129,1.2,64,0.9,16800,0,0,0
"1804",3,101,1.1,65,1,15960,0,0,0
"1805",4,51,1.1,67,1.7,15060,0,0,0
"1806",5,56,1,68,0.6,15190,0,0,0
"1807",6,108,1.1,66,0.9,15500,0,0,0
"1808",7,292,1.3,66,1.1,15340,0,0,0
"1809",8,606,2.1,65,1.1,15590,0.01,0,0
"1810",9,326,3.9,64,2.9,14830,0.18,0,0
"1811",10,241,5.2,65,3.9,13130,0.56,0,0
"1812",11,288,6.3,67,3.5,11790,0.52,0,0
"1813",12,312,6.9,67,3.9,9860,0.42,0,0
"1814",13,349,7.2,65,3.8,7730,0.61,0,0
"1815",14,398,7.8,57,3.5,6750,1.34,0,0
"1816",15,461,8.7,48,4.1,7670,1.68,0,0
"1817",16,447,8,36,3.5,10130,1.09,0,0
"1818",17,484,6.6,34,2.8,13000,0.42,0,0
"1819",18,559,5.1,34,2.3,14400,0.09,0,0
"1820",19,316,3.9,37,1.4,14170,0,0,0
"1821",20,262,2.8,29,2.8,14730,0,0,0
"1822",21,216,1.7,27,3.1,17340,0,0,0
"1823",22,218,0.3,33,4,14360,0,0,0
"1824",23,160,-0.3,35,2.1,15770,0,0,0
"1825",0,126,-0.7,37,3.5,17160,0,0,0
"1826",1,123,-1.1,38,2.8,19990,0,0,0
"1827",2,112,-1.2,35,2.2,20000,0,0,0
"1828",3,74,-1.4,34,2.1,20000,0,0,0
"1829",4,58,-1.9,34,3,20000,0,0,0
"1830",5,32,-2.4,33,3.1,20000,0,0,0
"1831",6,39,-2.6,38,1,20000,0,0,0
"1832",7,55,-3,40,0.9,20000,0,0,0
"1833",8,112,-3,38,1,20000,0,0,0
"1834",9,112,-3.5,30,1.5,19800,0,0,0
"1835",10,127,-1.6,26,1.9,19800,1.29,0,0
"1836",11,170,0.1,22,2,20000,1.84,0,0
"1837",12,174,1.7,20,3,19830,2.28,0,0
"1838",13,240,2.2,18,3.4,19420,2.3,0,0
"1839",14,270,2.9,14,4.3,20000,2.29,0,0
"1840",15,276,3.8,17,3.2,20000,1.97,0,0
"1841",16,273,3.2,16,3,20000,1.45,0,0
"1842",17,236,2.4,17,3.1,19900,0.78,0,0
"1843",18,190,1.1,18,2.5,20000,0.2,0,0
"1844",19,166,0.1,21,2.9,20000,0,0,0
"1845",20,148,-0.4,27,2.2,20000,0,0,0
"1846",21,134,-1.1,32,2.4,20000,0,0,0
"1847",22,145,-1.9,30,0.8,20000,0,0,0
"1848",23,92,-2.5,31,1.4,19960,0,0,0
"1849",0,105,-3.3,35,1.8,19770,0,0,0
"1850",1,77,-3.6,35,2,19430,0,0,0
"1851",2,47,-4.1,38,1.2,19960,0,0,0
"1852",3,36,-4.4,37,1.7,19890,0,0,0
"1853",4,35,-4.5,42,1.4,19440,0,0,0
"1854",5,28,-5,44,0.9,19760,0,0,0
"1855",6,30,-5.2,42,0.7,19800,0,0,0
"1856",7,49,-5.4,41,0.3,20000,0,0,0
"1857",8,68,-5.4,38,0.7,20000,0.04,0,0
"1858",9,48,-4.3,33,0.7,19230,0.6,0,0
"1859",10,78,-1.3,32,1.5,19330,1.24,0,0
"1860",11,93,1,25,1.4,17820,1.7,0,0
"1861",12,137,2.2,19,1.4,19460,2.01,0,0
"1862",13,169,3.5,17,3.2,19710,2.2,0,0
"1863",14,196,4.2,18,3.3,19760,2.25,0,0
"1864",15,243,4,26,3.5,20000,1.75,0,0
"1865",16,189,3.3,38,3.8,19210,1.33,0,0
"1866",17,210,2.5,48,4.2,19790,0.76,0,0
"1867",18,165,1.4,56,3.2,19320,0.22,0,0
"1868",19,126,0.6,59,2.3,19390,0,0,0
"1869",20,150,0.2,61,1.9,19560,0,0,0
"1870",21,114,0.1,67,2.5,14510,0,0,0
"1871",22,116,-0.6,70,3.4,12040,0,0,0
"1872",23,84,-2,51,3.2,13360,0,0,0
"1873",0,79,-2.7,41,3.2,16950,0,0,0
"1874",1,71,-3.1,36,3.5,20000,0,0,0
"1875",2,56,-3.8,30,3.9,20000,0,0,0
"1876",3,34,-4.5,28,3,20000,0,0,0
"1877",4,20,-5.2,28,2.5,20000,0,0,0
"1878",5,14,-5.7,31,2.3,19990,0,0,0
"1879",6,39,-6.2,32,2.5,20000,0,0,0
"1880",7,35,-6.8,32,1.6,20000,0,0,0
"1881",8,80,-7.1,30,1.7,19910,0.04,0,0
"1882",9,98,-6.5,26,2.4,18740,0.64,0,0
"1883",10,103,-4.3,21,1.4,19080,1.34,0,0
"1884",11,155,-2.8,19,2.6,19570,1.91,0,0
"1885",12,183,-1.3,17,1.5,19980,2.28,0,0
"1886",13,193,-0.4,15,2.4,19380,2.46,0,0
"1887",14,258,-0.1,15,4,20000,2.39,0,0
"1888",15,273,1,14,4.6,20000,2.12,0,0
"1889",16,267,1.3,15,4.2,20000,1.63,0,0
"1890",17,250,0.6,17,3.3,20000,0.79,0,0
"1891",18,223,-0.3,17,1.9,20000,0.2,0,0
"1892",19,169,-1.5,32,2.5,20000,0,0,0
"1893",20,145,-2.1,38,2,20000,0,0,0
"1894",21,133,-2.3,38,2.3,20000,0,0,0
"1895",22,123,-2.7,42,2.2,20000,0,0,0
"1896",23,117,-2.9,31,3.8,20000,0,0,0
"1897",0,99,-3.6,33,1.7,20000,0,0,0
"1898",1,103,-4.4,33,1.4,20000,0,0,0
"1899",2,86,-4.7,33,0.1,20000,0,0,0
"1900",3,56,-4.5,26,0,20000,0,0,0
"1901",4,37,-4.1,27,0.6,20000,0,0,0
"1902",5,22,-4,28,0.5,20000,0,0,0
"1903",6,38,-4.1,30,1.1,20000,0,0,0
"1904",7,52,-4.6,31,1.2,20000,0,0,0
"1905",8,92,-4.8,31,0.8,20000,0.02,0,0
"1906",9,137,-4.1,30,0.5,20000,0.28,0,0
"1907",10,156,-1.8,23,0.6,20000,0.8,0,0
"1908",11,183,0,20,0.8,19750,1.05,0,0
"1909",12,263,2.2,17,1,19790,1.75,0,0
"1910",13,337,3.7,17,1.4,20000,1.98,0,0
"1911",14,372,4.1,17,1.8,19960,1.87,0,0
"1912",15,440,5,16,2,19700,1.42,0,0
"1913",16,404,5.1,16,1.8,19980,1.17,0,0
"1914",17,354,4.2,17,2.5,19900,0.66,0,0
"1915",18,310,2.8,25,3,20000,0.22,0,0
"1916",19,238,1.5,30,2.6,20000,0,0,0
"1917",20,213,0.6,33,1.9,20000,0,0,0
"1918",21,226,0.2,32,1.1,19510,0,0,0
"1919",22,191,-0.3,34,1.6,19810,0,0,0
"1920",23,153,-0.7,37,0.9,18140,0,0,0
"1921",0,148,-1.1,39,1.7,18320,0,0,0
"1922",1,101,-1.4,42,1.1,18050,0,0,0
"1923",2,59,-1.4,41,1.1,15820,0,0,0
"1924",3,42,-1.4,41,1.6,18700,0,0,0
"1925",4,50,-1.9,44,0.7,19070,0,0,0
"1926",5,59,-1.8,44,0.5,18620,0,0,0
"1927",6,139,-1.4,46,0.3,16510,0,0,0
"1928",7,349,-0.9,45,0.9,18200,0,0,0
"1929",8,646,-1.2,51,0.8,18000,0.05,0,0
"1930",9,347,-0.6,43,0.5,15960,0.52,0,0
"1931",10,235,2.6,45,1.2,12300,1.17,0,0
"1932",11,314,4.3,44,2.3,10910,1.77,0,0
"1933",12,361,4.7,43,2.1,11310,1.38,0,0
"1934",13,332,5.1,41,1.8,10970,1.03,0,0
"1935",14,373,5.6,38,1.6,10870,1.1,0,0
"1936",15,392,6.3,35,2.6,9910,1.2,0,0
"1937",16,403,6.3,35,2.9,11170,1.1,0,0
"1938",17,522,5.7,36,3,10730,0.57,0,0
"1939",18,819,4.7,43,2.4,9380,0.19,0,0
"1940",19,533,3.6,55,1.6,7280,0,0,0
"1941",20,417,2.4,60,1.9,6610,0,0,0
"1942",21,388,1.8,63,1.2,6040,0,0,0
"1943",22,357,1,69,0.7,5250,0,0,0
"1944",23,218,0.5,73,1.5,4650,0,0,0
"1945",0,177,0,75,2.3,3940,0,0,0
"1946",1,172,-0.5,76,1.6,4020,0,0,0
"1947",2,115,-0.8,76,0.8,4210,0,0,0
